idx,saq1_1,saq1_2,saq2_1,saq2_2,saq3_1,saq3_2,saq4_1,saq4_2,saq5_1,saq5_2,saq6_1,saq6_2,saq7_1,saq7_2,saq8_1,saq8_2,saq9_1,saq9_2,saq10_1,saq10_2,saq11_1,saq11_2,saq12_1,saq12_2,saq13_1,saq13_2,saq14_1,saq14_2,saq15_1,saq15_2,saq16_1,saq16_2,saq17_1,saq17_2,saq18_1,saq18_2,saq19_1,saq19_2,saq20_1,saq20_2,saq21_1,saq21_2,saq22_1,saq22_2,saq23_1,saq23_2,saq24_1,saq24_2,saq25_1,saq25_2,saq26_1,saq26_2,saq27_1,saq27_2,saq28_1,saq28_2,saq29_1,saq29_2,saq30_1,saq30_2,saq31_1,saq31_2,saq32_1,saq32_2,saq33_1,saq33_2,saq34_1,saq34_2,saq35_1,saq35_2,saq36_1,saq36_2,saq37_1,saq37_2,saq38_1,saq38_2,saq39_1,saq39_2,saq40_1,saq40_2,saq41_1,saq41_2,saq42_1,saq42_2,saq43_1,saq43_2,saq44_1,saq44_2,vq1,vq2,vq3,vq4,vq5,vq6,vq7,vq8,vq9,vq10,vq11,vq12,vq13,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13_1,bq13_2,bq13_3,bq14_1,bq14_2,bq14_3,bq14_4,bq14_5,bq14_6,bq14_7,bq15,bq16_1,bq16_2,bq16_3,bq16_4,bq16_5,bq16_6,bq16_7,bq16_8,bq16_9,bq16_10,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq18_8,bq18_9,bq19,bq20,bq21_1,bq21_2,bq21_3,bq21_4,bq22_1,bq22_2,bq22_3,bq22_4,bq22_5,bq22_6,bq23_1,bq23_2,bq23_3,bq24,bq25,bq26,bq27_1,bq27_2,bq28,bq29,bq30_1,bq30_2,bq30_3,knowcode,text_response,major
33770,5,7,5,7,3,5,4,6,5,6,5,6,3,4,5,7,5,7,3,3,2,3,5,7,4,6,4,6,4,6,4,6,4,6,5,7,2,7,1,0,5,7,5,7,3,5,4,6,4,6,1,0,3,3,1,0,1,0,1,0,4,6,1,0,2,3,2,1,2,2,2,2,1,0,1,0,4,6,2,2,2,4,3,5,3,4,3,4,3,4,1,4,4,2,3,2,3,3,4,4,2,6,1,2,1,2,0,6,4,4,4,3,4,5,4,4,4,4,4,4,2,5,5,3,3,1,2,4,1,4,2,5,4,4,4,5,5,5,4,3,5,5,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,9,2,2,2,2,3,8,4,2,1,40,4,1,1,1,40,4600,3200,0,140207,산업기사자격증 건축 시도 사업,건축공학
33771,2,3,2,2,2,2,4,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,4,5,4,5,3,4,3,4,3,3,3,4,2,2,2,2,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,2,2,1,0,3,3,1,4,4,3,3,3,4,3,3,3,3,14,1,2,2,2,0,7,4,4,3,3,4,3,3,3,3,4,3,3,3,2,3,3,3,2,3,3,2,3,3,4,5,4,3,4,3,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,5,4,5,6,6,6,5,4,4,1,35,4,1,1,1,40,3300,2700,0,26201,시스템 개발,경찰행정학
33772,1,0,2,2,1,0,2,2,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,2,2,3,3,4,2,2,4,1,1,1,1,2,2,2,18,4,1,2,1,3,3,3,4,4,3,3,4,3,2,2,2,4,3,2,4,4,4,3,3,3,4,2,5,2,4,4,5,5,5,4,4,3,4,5,3,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,9,9,9,1,1,9,8,8,8,1,24,3,1,4,2,9,1200,1000,0,416202,런웨이 훈련 무대,연극영화
33773,2,3,2,4,1,0,2,3,1,0,2,3,1,0,4,4,2,3,2,2,2,3,2,4,3,4,3,4,2,3,2,3,2,3,2,3,2,3,2,3,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,2,3,3,4,3,4,1,0,3,4,3,3,3,4,3,3,2,3,4,3,2,3,3,2,2,3,3,2,3,2,3,1,3,3,2,3,1,2,2,2,0,7,1,2,2,1,4,2,2,3,3,3,3,3,3,3,2,4,3,2,2,2,4,4,4,5,2,2,4,2,3,4,3,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,7,8,6,4,7,8,6,4,2,2,43,2,1,1,1,46,2600,2000,0,864201,신발 제조 공정 자동화,인문계졸업
33774,2,3,3,3,2,3,2,2,1,0,2,3,4,4,4,4,3,4,2,2,4,5,3,3,2,2,4,4,3,4,2,3,2,2,2,2,2,2,4,4,3,3,3,3,2,2,2,3,2,3,4,5,2,2,4,5,3,4,2,3,5,6,4,5,4,5,4,5,2,3,4,5,4,5,2,3,2,2,2,2,2,2,2,3,4,4,2,3,4,3,5,5,4,4,3,4,2,4,3,2,5,10,1,1,1,1,4,4,4,4,3,2,2,4,3,4,4,3,3,4,3,4,3,2,3,2,3,4,3,4,3,3,4,3,4,4,4,4,3,4,3,3,2,2,2,2,2,2,2,2,2,2,4,3,1,3,1,6,7,5,6,7,5,7,4,5,1,44,4,1,1,1,40,5200,2700,0,133302,정보처리기사 컴퓨터그래픽운용기능사 웹사이트구축 운영개발업무 비대 전자상거래 증가,컴퓨터공학
33775,2,2,2,1,1,0,1,0,3,2,2,2,1,0,1,0,4,4,2,3,2,2,4,4,3,3,2,4,1,0,1,0,2,2,1,0,4,2,3,1,2,5,2,2,2,3,3,4,3,2,2,1,4,4,5,5,4,6,4,4,1,0,3,4,5,5,5,6,3,5,4,4,2,3,5,4,4,5,5,5,3,3,4,5,3,3,2,3,2,3,3,2,1,2,3,4,3,1,1,3,2,3,1,2,2,2,0,2,2,2,2,1,3,2,4,4,3,2,4,3,2,3,3,3,3,2,2,4,3,4,5,5,2,2,2,3,2,4,4,1,5,4,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,7,9,8,3,4,5,6,7,7,1,35,2,1,1,1,48,3600,3400,0,852201,인건비 증가 중국 제품 일자리 감소,기계
33776,4,4,4,4,3,4,4,4,1,0,3,4,2,3,3,3,2,3,3,4,3,3,5,5,3,4,3,4,3,3,4,4,2,3,1,0,3,4,3,4,4,5,2,2,2,4,1,0,1,0,1,0,2,2,4,3,3,3,3,3,1,0,1,0,4,4,3,3,2,2,4,4,3,4,3,3,3,4,2,2,2,3,2,2,4,5,4,4,4,4,5,3,3,2,4,3,3,4,4,3,4,17,1,3,1,2,0,1,4,4,4,3,4,4,3,3,3,4,4,4,1,3,3,5,4,4,5,1,4,2,4,4,4,3,3,3,4,3,4,3,4,3,2,2,2,2,2,2,2,2,2,1,4,3,2,3,1,8,7,9,7,5,8,7,7,8,2,33,4,1,1,1,40,3300,2700,0,306502,작업치료사 사회 복지 제도 확대 장애 아동 사업 증가,작업치료학
33777,4,7,4,6,5,6,5,6,4,6,4,6,4,6,4,5,4,5,1,0,2,3,3,4,3,4,4,5,3,4,4,5,4,5,4,5,4,5,4,5,4,4,4,5,4,6,1,0,2,3,4,5,3,4,3,4,2,3,2,3,2,3,2,3,3,3,4,4,1,0,2,3,4,5,4,5,3,4,4,5,2,3,3,4,3,4,4,5,4,4,2,4,4,4,4,5,2,4,5,5,4,10,1,6,2,1,1,1,5,4,4,4,4,4,4,4,4,3,3,3,3,3,3,2,3,4,3,2,3,4,4,2,4,3,4,2,3,4,3,3,3,3,2,2,2,2,2,2,2,2,2,1,3,2,2,2,1,3,4,2,7,5,6,3,7,6,1,44,4,1,1,1,50,7500,4000,0,412002,원고작성법 변화 요소,신문방송
33778,3,3,3,3,3,2,3,3,3,2,2,2,1,0,2,2,2,1,1,0,1,0,3,5,1,0,3,3,3,5,3,4,2,1,2,1,4,4,3,4,1,0,1,0,3,3,2,1,1,0,1,0,1,0,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,1,2,1,2,1,2,1,4,3,4,4,3,3,4,4,4,3,3,3,4,19,3,3,1,2,0,7,5,4,4,3,4,3,4,3,4,4,3,4,3,3,4,2,3,2,3,4,3,4,3,3,3,4,3,3,4,3,3,2,3,3,2,2,2,2,2,2,2,2,2,3,2,2,2,3,2,5,4,5,4,5,6,5,4,4,2,45,4,1,1,1,40,3400,2400,0,231301,청소년지도사1급 청소년 감소,사회복지학
33779,4,4,4,4,3,4,3,4,2,4,3,4,3,4,3,4,3,3,4,4,3,4,4,5,4,4,3,4,3,4,3,4,3,5,3,4,4,4,3,4,3,3,3,3,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,3,1,0,1,0,2,3,2,2,2,3,3,4,2,3,3,3,3,4,3,4,3,4,3,4,3,4,4,4,3,3,2,3,3,4,2,3,4,3,4,16,5,2,1,1,5,4,5,2,2,2,1,3,1,2,3,1,3,2,4,2,2,3,3,4,3,3,4,2,2,3,4,2,3,3,4,4,3,4,3,3,2,2,2,2,2,2,2,2,2,1,3,1,1,2,1,5,6,4,6,7,8,5,3,2,2,26,4,1,1,1,40,2400,2200,0,213001,유치원정교사2급 보육교사자격증 아동심리 상담 보육 기관 맞벌이 부부 항상,유아교육
33780,3,6,5,6,5,6,4,6,4,4,4,5,4,4,5,4,3,4,4,4,3,4,4,6,4,4,4,5,4,4,4,4,4,5,3,3,3,5,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,4,4,2,3,1,0,4,4,4,5,3,4,3,4,3,4,4,4,4,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,4,4,4,4,4,4,3,3,4,4,4,4,13,2,5,2,1,6,6,7,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,8,8,7,8,8,8,8,8,8,1,55,6,1,3,1,40,5000,2000,0,121105,학위 기후변화 문제 지속 사회 문제 이기 때문,지질학
33781,2,2,2,3,1,0,2,2,1,0,1,0,1,0,1,0,2,2,3,3,1,0,2,2,3,4,3,3,2,1,3,3,1,0,1,0,2,2,2,1,3,3,3,3,2,2,1,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,3,2,2,3,4,3,3,2,2,2,1,5,3,2,1,3,4,2,5,2,1,3,4,2,14,1,2,2,2,0,7,2,2,2,2,3,4,2,3,9,1,3,3,5,3,2,3,2,3,4,5,2,4,2,3,2,4,4,3,4,4,2,2,3,4,2,2,2,2,2,2,2,2,2,3,2,2,2,3,1,6,8,7,4,3,4,4,4,5,2,47,2,1,1,1,52,2400,2400,0,561201,순직,화학
33782,3,3,3,3,2,3,2,3,2,2,1,0,1,0,2,3,2,3,2,3,1,0,2,4,3,3,3,3,2,2,2,2,2,3,2,1,3,3,2,2,4,4,1,0,1,0,1,0,1,0,2,3,2,2,1,0,5,5,5,3,1,0,3,3,4,5,5,5,5,4,4,5,3,4,4,4,4,4,4,4,4,5,4,4,3,4,2,3,2,1,3,3,2,2,3,2,3,1,3,4,3,3,1,3,2,2,0,1,2,2,1,1,3,2,3,3,3,3,3,3,2,4,4,3,4,3,5,3,3,3,3,3,3,2,3,3,3,4,4,3,5,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,7,7,8,6,9,8,8,5,1,1,45,2,1,1,1,48,3400,2500,0,817301,조선 경기,기계
33783,4,6,4,6,4,5,4,6,4,6,4,6,4,5,4,5,3,5,4,5,4,5,4,6,4,6,5,6,4,6,4,6,4,5,4,5,4,5,4,6,5,6,5,6,4,6,4,3,4,6,4,6,4,6,4,3,4,6,4,3,5,6,4,6,5,6,4,6,5,7,5,6,4,6,4,5,4,6,4,6,4,6,4,6,4,6,4,6,4,4,2,4,4,2,4,4,3,4,4,4,4,8,1,4,1,1,2,5,5,4,3,3,4,4,3,4,3,3,3,3,2,3,3,3,4,3,4,3,3,4,3,4,3,4,4,3,4,4,3,3,4,4,2,2,2,2,2,2,2,2,2,1,3,2,2,3,2,7,7,7,3,5,5,7,5,3,2,33,4,1,1,1,45,3600,2700,0,28203,물류관리사 국제 화물 운송 법규 변경사항,항공경영학
33784,3,4,3,4,2,2,3,4,4,5,3,4,2,3,2,4,3,4,2,3,4,5,3,4,2,3,3,4,2,3,2,3,2,3,3,4,4,5,3,4,2,3,2,3,3,4,3,4,4,5,2,2,1,0,2,2,3,4,1,0,3,4,2,2,2,2,2,2,1,0,1,0,2,2,1,0,1,0,2,2,2,3,2,2,2,2,2,2,2,3,2,3,2,3,2,2,2,3,2,2,2,6,1,2,2,2,0,2,5,2,3,3,2,2,3,3,4,3,4,3,3,2,3,3,4,3,4,4,3,3,4,4,3,4,3,2,3,4,4,3,3,3,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,4,6,7,5,6,6,3,7,7,1,36,4,1,1,1,40,3900,2300,0,26301,사무기기 발달,경제학
33785,3,4,2,2,2,4,2,4,3,4,3,3,2,3,2,2,2,2,2,2,2,2,2,3,3,2,1,0,2,3,3,3,3,3,3,4,1,0,5,5,4,4,5,5,3,4,3,4,3,3,3,3,3,4,2,2,2,2,3,3,3,5,3,4,3,5,2,2,2,3,2,2,3,3,3,4,2,2,2,2,3,3,2,2,2,2,1,0,4,3,2,4,4,2,4,4,4,4,4,3,4,13,1,2,2,2,0,2,4,4,3,3,4,5,4,3,2,4,4,4,3,3,2,4,3,3,4,4,3,3,3,4,5,4,3,4,3,4,5,3,4,4,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,8,6,3,3,4,4,2,3,7,1,41,4,1,1,1,40,3500,2500,0,26103,경기 침체 둔화,경영학
33786,4,4,3,4,3,4,4,4,1,0,3,4,3,4,3,3,4,5,1,0,3,3,3,4,4,4,3,3,4,4,3,5,4,4,3,4,1,0,4,5,3,3,3,4,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,1,0,4,4,3,3,4,3,4,3,4,3,4,3,4,17,1,2,1,2,0,2,5,3,4,3,4,4,3,4,3,3,4,4,2,4,4,4,3,1,3,2,3,4,4,3,2,4,3,4,3,4,3,2,4,4,2,2,2,2,2,2,2,2,2,1,5,2,2,3,2,7,4,7,5,7,5,6,4,5,2,29,4,1,1,1,40,4000,3000,0,306502,작업치료사자격증 정신 문제 사회 현상 때문,작업치료사
33787,4,4,3,5,3,4,4,6,2,3,2,3,2,3,2,3,3,4,3,4,2,3,4,5,3,5,4,5,3,4,3,4,4,5,4,4,4,5,4,4,4,4,3,4,2,3,2,3,2,2,3,4,2,3,1,0,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,2,2,1,0,1,0,2,3,2,2,2,2,2,3,4,5,4,5,2,2,3,4,2,4,3,2,4,2,3,17,1,2,1,1,6,6,5,4,3,3,2,2,2,2,2,3,3,2,4,2,2,4,5,4,4,2,4,2,4,4,3,4,4,4,5,5,4,4,4,5,2,2,1,1,2,1,2,2,2,2,1,2,2,2,1,8,7,5,3,3,3,8,8,8,1,35,4,1,1,1,45,3000,2000,0,306901,언어치료사 신경언어장애치료 언어발달장애치료 언어장애 발음 컴퓨터 파장 표시 치료 도움 치료 재활 봉사,국문학
33788,1,0,1,0,1,0,1,0,4,6,4,6,4,6,1,0,1,0,1,0,4,6,1,0,4,5,4,6,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,6,3,5,3,5,3,5,1,0,4,6,4,6,3,4,1,0,3,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,4,5,4,3,4,3,3,3,3,5,3,3,3,5,2,2,1,1,2,7,4,3,4,3,3,5,4,4,4,4,4,4,1,4,4,4,3,3,2,2,4,3,3,4,3,3,2,3,3,4,3,2,4,3,2,1,1,2,1,1,2,1,2,3,2,3,3,3,1,4,6,5,7,6,4,4,3,4,2,48,4,1,1,1,40,6000,2500,0,155302,수질산업기사 폐기물기사 실무 교육 자동화 변경 조직 구성 업무 프로세스 변경 전반 변화 자동화 무량 인력 업무,환경
33789,3,4,4,5,4,4,4,4,4,4,5,5,5,5,3,2,5,5,4,5,5,4,4,4,4,4,3,3,5,4,4,5,5,4,5,4,5,3,4,3,5,5,5,4,4,4,5,4,5,4,5,3,5,4,5,4,5,5,5,5,5,3,5,6,5,4,5,5,5,5,5,4,5,4,5,4,5,4,5,4,5,4,5,5,4,4,5,4,5,4,3,2,4,3,3,4,3,4,4,5,3,15,2,4,2,1,2,4,3,4,2,1,3,3,2,2,2,3,4,3,3,2,3,3,3,3,2,3,2,4,3,3,3,3,4,4,2,5,4,4,3,3,1,2,2,2,1,1,1,1,1,2,1,2,2,2,1,7,7,8,8,8,8,9,8,8,1,25,3,1,3,2,40,2000,2000,0,250301,컴퓨터 운전면허 시스템 전산 로봇 대체로 때문,자동차공학
33790,4,4,3,5,4,4,3,5,3,5,3,4,3,5,4,4,4,4,4,5,3,5,4,4,4,4,4,4,4,4,3,5,3,5,3,5,4,4,4,4,4,4,3,5,3,5,3,5,3,5,4,5,4,4,4,5,5,6,4,5,4,5,4,4,4,4,4,4,4,4,4,4,4,5,3,4,4,4,3,4,4,4,2,2,4,4,4,4,4,3,4,4,3,3,4,3,4,3,4,3,4,13,1,5,1,2,0,2,4,4,3,4,4,4,4,4,5,4,5,4,4,3,4,3,4,4,3,4,4,3,4,3,4,4,4,4,3,4,4,4,4,4,2,2,2,2,2,2,2,1,2,2,2,1,2,3,2,6,6,7,6,7,6,6,5,6,1,41,5,1,1,1,52,4800,2400,0,152101,금속공예기능사 코로나 업무 자동화 시스템 일자리,금속공학
33791,2,3,3,3,2,4,3,3,2,3,2,3,1,0,3,5,3,4,3,5,1,0,3,4,3,3,2,2,2,2,2,3,2,4,2,3,2,3,3,4,2,3,3,4,3,4,1,0,2,4,1,0,3,3,3,4,4,5,4,5,1,0,3,4,4,4,3,4,4,6,5,5,1,0,5,4,4,5,4,4,4,7,5,3,3,4,3,4,3,2,3,3,3,1,1,2,3,2,3,4,3,3,1,3,1,2,0,6,2,2,2,1,2,2,3,2,2,3,4,3,4,2,2,3,3,4,3,4,4,4,3,3,3,4,3,3,3,4,4,4,5,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,7,8,8,7,6,6,8,7,7,1,33,4,1,1,1,40,2800,2400,0,824101,용접기능사 기계 조선 자동차 산업 침체,금속공학
33792,3,3,3,3,1,0,1,0,2,2,2,3,2,2,2,1,3,4,3,4,2,2,2,3,2,1,2,3,2,2,3,4,2,2,2,2,3,4,2,1,3,5,3,4,3,4,2,2,2,1,3,4,4,5,4,5,4,5,4,4,2,1,3,4,3,4,4,5,4,5,3,3,4,4,4,4,4,4,4,5,4,7,3,3,3,5,3,5,2,2,2,4,3,2,3,2,2,2,2,3,2,6,1,2,2,1,2,2,2,4,3,2,2,3,2,4,5,4,4,4,3,4,3,4,4,3,4,2,2,2,2,4,2,3,4,3,4,4,3,3,5,5,2,2,2,2,2,2,2,2,2,1,3,3,3,3,2,8,8,7,7,3,4,5,7,7,1,55,2,1,1,1,40,4000,2500,0,701301,숙련공 보조 업무 건설 경기,이과
33793,2,3,3,3,2,3,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,2,2,3,3,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,2,2,3,2,2,2,2,1,0,2,2,3,3,2,3,2,2,3,3,2,3,1,0,3,3,2,3,2,3,2,3,2,2,2,2,3,3,2,2,3,2,4,2,3,2,3,2,3,1,1,1,2,2,0,7,2,2,2,2,4,3,2,3,2,3,3,3,3,2,2,3,4,4,3,4,3,4,3,4,4,2,3,4,5,5,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,7,7,4,5,6,4,4,7,1,43,2,1,2,2,50,2700,2000,0,904101,인구 감소,상고
33794,2,2,3,4,4,5,3,3,3,4,4,5,3,3,3,4,2,2,3,3,3,3,4,5,4,5,3,4,2,2,3,4,4,5,3,4,3,3,3,4,4,4,2,3,3,4,4,5,3,3,3,4,4,4,3,3,3,4,4,5,2,3,4,5,3,4,3,3,3,3,4,5,4,4,2,3,3,4,3,3,3,3,4,5,4,5,3,4,4,4,3,2,2,3,3,4,4,3,2,3,3,14,1,2,2,2,0,7,2,4,4,3,4,4,4,4,4,4,5,4,3,4,4,4,3,4,4,4,3,3,4,3,4,4,3,3,4,3,4,4,3,3,2,2,2,2,2,2,2,2,2,2,5,1,1,1,1,5,6,5,4,3,5,4,5,5,1,36,2,1,1,1,40,2700,1800,0,561301,코로나 질병 퇴치 자주 방열,정보처리
33795,5,7,5,7,4,6,2,3,3,4,4,6,4,6,5,6,4,5,5,6,4,5,4,6,5,7,4,6,4,6,3,4,3,4,3,4,3,4,2,3,4,6,5,6,3,4,3,4,2,3,2,3,4,6,4,5,2,3,3,4,3,4,2,3,2,3,2,3,2,3,2,2,3,4,2,3,2,3,1,0,2,3,2,2,2,3,2,3,4,4,3,4,4,4,3,3,3,4,4,4,4,6,1,4,1,2,0,6,5,4,4,5,4,5,4,4,4,4,5,4,3,4,5,3,2,3,2,5,4,5,3,4,4,5,4,5,5,5,4,4,5,4,2,2,2,2,2,2,2,2,2,2,3,2,2,3,1,1,1,1,2,2,5,8,2,2,1,43,4,1,1,1,40,4800,3000,0,140501,도시계획 기술사 도로 공항기술사 현재 상황 유지,도시공학
33796,4,5,4,5,4,5,3,5,2,2,4,5,3,4,4,6,4,5,3,4,3,4,3,5,4,5,4,6,4,5,3,4,4,5,4,5,2,2,2,2,4,6,3,5,3,4,3,4,3,4,3,4,2,2,2,2,2,2,2,2,3,4,1,0,2,2,1,0,1,0,1,0,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,3,3,3,3,3,2,3,3,2,3,4,17,3,2,1,2,0,7,5,3,2,1,5,3,3,3,3,4,4,4,2,5,4,3,2,3,3,3,4,3,3,4,3,4,3,2,4,4,3,2,4,4,2,2,2,2,2,2,2,2,2,1,4,3,3,3,2,5,6,4,5,3,4,6,7,6,2,52,4,1,1,1,40,3200,2200,0,231501,사회복지사 수명 연장 고령화 시대 도입,사회복지학
33797,2,3,2,2,2,3,3,5,5,5,5,5,3,4,3,5,3,5,3,3,3,4,3,4,4,5,4,5,2,3,2,3,3,3,3,5,2,2,3,3,5,5,4,5,3,4,3,4,3,4,2,3,4,6,4,5,4,5,4,5,3,4,3,5,3,4,3,5,3,4,2,3,3,5,3,4,3,5,2,3,2,2,2,4,3,4,2,4,4,5,2,4,5,3,4,4,4,3,5,4,4,6,1,5,1,2,0,1,5,4,3,4,4,4,4,4,3,3,5,4,2,4,3,4,4,4,4,2,4,2,2,5,4,4,4,4,5,5,3,4,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,6,7,7,4,4,4,7,6,6,1,51,4,1,1,1,40,5000,3500,0,140101,건설기계기술사 도로및공항기술사 경기 둔화,건설공학
33798,3,4,3,4,3,3,4,5,4,5,4,4,4,3,4,3,4,3,4,6,3,5,4,4,3,4,3,4,3,4,4,4,4,4,4,4,3,3,3,4,3,4,3,4,3,4,3,3,4,4,3,4,3,4,3,4,3,4,3,4,3,5,3,4,4,5,4,5,4,5,4,5,4,4,4,5,4,5,4,4,3,4,3,4,3,4,3,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,1,2,1,2,0,4,4,2,3,3,3,4,3,3,3,3,3,3,2,3,3,3,4,4,5,4,4,4,3,4,4,4,4,4,4,5,4,3,4,4,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,6,5,7,6,5,7,6,5,5,1,34,4,1,1,1,40,5000,3200,0,153101,산업계측제어기술사 기술 개발,전기공학
33799,3,3,3,4,3,4,2,3,2,3,2,3,2,3,3,4,3,5,3,5,3,5,3,5,2,3,3,5,3,5,3,5,3,5,2,3,2,3,3,5,3,5,2,4,2,4,2,4,3,5,2,4,3,5,3,5,3,5,3,5,3,5,3,5,3,5,3,5,2,4,3,5,3,5,3,5,3,5,3,5,3,4,3,5,3,5,3,5,3,3,3,3,3,4,4,3,3,3,3,3,4,3,1,2,1,2,0,6,3,4,3,3,4,3,4,4,5,4,5,5,2,3,3,4,3,3,3,3,4,3,3,4,3,4,4,3,4,4,4,3,4,3,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,8,7,8,7,8,8,7,8,7,1,45,3,1,1,1,40,6500,3300,0,861301,양복기능사 양장기능사 경기 악화,경영
33800,4,5,4,5,3,4,4,5,4,5,4,5,1,0,3,4,3,5,4,5,4,5,4,6,4,5,4,4,3,4,4,5,4,5,3,4,4,5,3,4,4,5,4,5,4,5,4,5,4,5,3,4,3,4,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,1,0,4,5,3,3,1,0,1,0,1,0,1,0,1,0,1,0,4,3,3,4,3,3,3,3,3,4,3,3,4,15,2,4,1,1,3,5,5,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,3,4,4,4,3,3,4,4,4,5,4,4,4,3,4,3,4,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,6,5,7,7,4,9,5,8,6,1,37,4,1,1,1,45,5000,4200,0,21001,컴퓨터활용 오피스 행정관리사무지침 상황,경영학
33801,4,7,4,6,3,4,2,3,3,5,3,5,3,4,4,5,3,5,3,5,3,5,4,6,4,6,4,5,1,0,2,3,1,0,3,3,4,5,3,4,3,4,3,5,4,5,4,6,4,6,3,5,3,5,4,5,4,5,3,5,3,5,3,5,4,6,3,5,4,5,4,5,3,6,4,3,3,4,3,5,3,5,2,3,4,6,2,3,5,4,4,5,5,3,5,4,4,5,5,4,4,13,2,5,2,2,0,2,6,3,4,4,5,5,4,4,5,5,3,4,3,4,4,5,4,3,4,4,3,4,4,5,3,3,4,5,5,3,3,4,4,5,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,4,3,7,5,4,7,5,3,1,39,6,1,1,1,40,7000,6800,0,121101,기초과학 분야 유지됨,물리
33802,3,5,3,4,3,4,3,5,3,4,4,5,2,5,2,4,2,4,2,3,3,4,3,4,2,2,2,4,4,5,2,3,4,5,3,5,2,3,2,3,2,4,3,5,2,4,2,1,2,1,3,5,2,1,2,2,1,0,1,0,3,4,1,0,1,0,1,0,1,0,1,0,2,4,2,1,2,1,2,1,2,2,2,1,2,2,2,1,4,4,4,3,4,4,3,3,3,3,3,3,4,13,1,2,1,2,0,5,5,4,4,3,4,4,4,4,3,3,4,4,2,4,4,3,4,2,4,4,4,3,4,4,4,4,3,3,4,4,4,4,4,3,2,2,2,2,2,2,2,2,2,1,4,3,3,3,2,4,4,3,4,3,5,6,4,3,1,41,5,1,1,1,40,5800,3800,0,22103,경영지도사 경제 환경 변화 급속 융합 산업 등장 변화 진단 필요,경영학
