idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq221,bq222,bq223,bq231,bq232,bq233,bq234,bq235,bq241,bq242,bq243,bq244,bq245,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq34,bq35,bq36,bq37,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,major
16431,5,1,4,1,4,5,2,4,3,4,5,4,4,1,5,5,3,4,5,1,5,5,5,1,1,5,5,5,1,5,2,2,5,5,5,2,4,1,4,2,5,5,3,1,3,5,2,1,1,1,2,1,1,1,1,1,1,3,3,3,3,3,3,3,1,2,2.0,1,6.0,6,1,5,1,2,3,4,3,1.0,5,5,5,5,1,1,1,1,1,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,5.0,4.0,1.0,34.0,2.0,1.0,1,0,1,40.0,2900,2800,0,822101,자동차 정비 관련 교육 고령화 차체 수리 기사 용접기 드릴 전동톱 그라인더 망치 군인 용접기사 없음,건축
16432,5,1,1,1,1,4,4,1,2,4,4,2,1,5,1,3,3,3,1,1,1,1,1,1,1,3,3,4,2,4,1,1,1,3,5,3,2,1,1,4,3,3,1,1,4,1,1,1,3,1,1,1,1,1,1,1,1,4,1,1,2,3,2,3,1,3,2.0,2,0.0,1,3,3,3,2,3,3,2,3.0,3,3,3,3,1,1,1,2,1,1,2,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,1.0,26.0,3.0,1.0,1,0,1,48.0,2000,1800,0,817101,기계화 컨테이어 체인 유압포크렌지,기계학
16433,4,4,1,4,4,5,4,3,4,1,3,1,1,5,1,1,3,4,1,1,1,1,1,1,1,1,1,1,5,1,1,2,3,2,1,4,3,3,2,4,5,2,4,2,1,3,1,2,3,3,3,3,1,1,1,1,1,2,3,3,1,3,5,11,1,2,2.0,1,5.0,5,6,4,5,5,2,4,3,3.0,4,5,4,4,2,1,1,1,3,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,1,1.0,1,1.0,1,1.0,1,2,4.0,4.0,1.0,30.0,5.0,1.0,2,0,1,40.0,4200,4200,0,134103,인공지능 기술에 대한 이해 자연어 처리 분야 분야 결합 시너지 경우 때문 데이터 티스 python 금융 특화 데이터사이언티스트,컴퓨터학
16434,4,1,5,5,4,5,3,4,3,5,2,4,4,4,3,1,3,2,2,1,1,1,1,1,1,1,2,2,3,3,2,3,2,3,3,3,4,3,2,3,4,4,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,3,3,4,4,3,3,1,2,1.0,1,3.0,6,5,3,1,1,4,4,2,3.0,3,3,3,3,1,1,1,1,1,1,1,3,95.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,2.0,1.0,30.0,4.0,1.0,1,0,1,50.0,2900,2600,0,158401,환경기사 산업기초 용어 캐드 환경 기자재에 대한 정보 베이비붐 시대 인력 은퇴 퇴임 시기 생각 오토캐드 오피스 한글 학원 수학 강사 산업체의 환경 안전팀,환경공학
16435,5,1,4,1,1,3,3,1,1,1,1,1,1,5,4,1,3,4,4,1,5,4,2,1,1,3,3,3,2,3,3,3,4,4,4,2,3,3,1,2,3,4,1,1,2,4,1,1,4,1,1,1,1,1,1,1,1,4,3,3,3,4,3,3,1,2,2.0,1,2.0,6,3,3,2,2,2,2,2,2.0,1,2,2,3,1,1,1,1,1,1,1,4,100.0,1,0,0.0,0,0,0,4.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,2.0,1.0,61.0,2.0,1.0,1,0,1,45.0,2800,2200,0,826201,현장에서 배우는 기술들 변화 물레 가스가마 화학제품 생산기 조작원,공고졸업
16436,5,1,4,3,3,5,5,5,5,5,4,2,1,4,3,1,5,1,1,1,1,1,1,1,1,1,1,1,2,4,1,4,3,4,1,4,4,4,5,1,3,2,5,1,1,1,1,1,4,1,1,1,1,1,1,1,1,4,3,3,4,4,4,18,1,3,1.0,2,0.0,7,4,4,3,2,4,4,3,3.0,3,4,4,3,1,1,1,2,1,1,2,4,100.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,3.0,1.0,32.0,4.0,1.0,3,0,2,40.0,2800,2000,0,420402,선수트레이너 자격증 변화 선생님 각종기구 스포츠강사,체육학과
16437,5,4,4,4,4,4,4,4,4,3,3,3,3,5,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,2,5,1,3,3,2,2,2,2,4,4,4,2,4,1,1,1,1,2,2,1,1,1,1,1,4,3,3,3,3,4,11,1,2,2.0,1,3.0,3,2,4,3,3,4,4,4,4.0,4,4,4,4,1,1,1,1,1,1,1,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,4.0,1.0,44.0,4.0,1.0,1,0,1,40.0,8000,3500,0,12402,상품교육 인터넷 발달 컴퓨터,경제학
16438,5,1,5,1,1,5,2,5,1,1,2,2,3,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,3,1,2,2,1,2,1,2,4,3,4,1,5,1,1,1,1,1,1,1,1,1,1,1,4,1,1,4,1,3,7,4,2,2.0,2,0.0,7,2,3,3,1,1,2,2,2.0,1,3,3,3,2,1,1,1,1,1,2,3,100.0,1,0,0.0,0,0,0,4.0,0,0,2,0,0,0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,2.0,2.0,31.0,4.0,1.0,3,0,1,48.0,3000,1900,0,615401,온라인 매장 발달 컴퓨터 고객 챠트 휴대폰 판매원,경영학
16439,4,2,5,4,4,4,5,3,3,4,3,3,2,4,3,1,3,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,3,3,1,3,2,3,3,3,4,4,3,3,1,3,1,1,2,1,2,2,1,1,1,1,1,4,2,1,4,4,4,13,2,5,2.0,2,0.0,5,6,5,4,3,4,4,4,4.0,4,3,4,4,2,1,1,2,1,1,2,2,100.0,1,0,0.0,0,0,0,4.0,0,0,0,0,0,5,1,1,3.0,0,1.0,2,3.0,0,3.0,0,2,3.0,2.0,1.0,42.0,6.0,1.0,1,0,1,50.0,6200,3600,0,152101,반도체 관련 신소재 개발 인력 대한 수요 현재 포화상태 엑셀 파워포인트,세라믹공학
16440,5,2,3,3,2,5,4,4,4,3,2,3,2,5,3,1,4,2,2,2,3,1,1,2,1,2,1,1,3,3,2,3,2,3,5,2,3,2,2,3,4,4,4,2,4,5,1,1,1,1,2,1,1,1,1,1,1,5,4,5,4,5,3,18,2,4,1.0,1,3.0,4,5,5,5,4,4,5,4,3.0,3,5,5,5,3,1,1,1,3,1,2,4,100.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,4.0,2.0,31.0,4.0,1.0,3,0,2,40.0,2300,1800,0,413102,문화재수리 기술자 사진촬영 발굴 유물 선생님 포토샵 일러스트 사진촬영 박물관 학예사 문화재 사진촬영,문화재보존학
16441,5,1,5,4,3,3,4,4,3,2,2,2,2,5,1,5,3,5,5,1,5,4,4,1,4,5,5,5,2,4,2,5,5,5,5,4,4,5,2,3,3,3,2,3,4,5,1,1,4,1,1,1,1,1,1,1,1,4,3,3,4,4,3,4,1,2,1.0,1,5.0,5,3,4,3,3,4,3,3,3.0,2,2,3,3,1,1,1,1,1,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,3.0,1.0,45.0,2.0,1.0,1,0,1,50.0,3000,2000,0,703101,배관기능장 배관사 현장보조 인구 감소 배관 드릴머신 실리콘 절삭기 접착제 없다 없다,공업고등학교
16442,5,3,5,3,3,5,2,4,3,2,2,3,2,3,5,5,1,3,3,2,2,4,4,1,3,1,1,3,2,4,2,3,2,4,1,2,3,3,3,1,3,3,3,2,1,4,1,1,2,1,3,1,1,1,1,1,1,4,4,2,4,3,2,10,1,3,1.0,2,0.0,3,2,3,2,2,3,3,2,4.0,3,5,5,4,1,1,1,2,1,1,1,4,80.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,2.0,1.0,40.0,2.0,1.0,1,0,1,40.0,3040,2500,0,842101,정보통신산업기사 국민 대부분 가정 인터넷 보급 추가 인력 클라우드시스템 장비부속품 셋팅박스 공유기,전기
16443,5,2,5,5,5,4,3,2,2,2,3,1,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,2,1,2,1,1,2,1,2,3,2,3,3,2,1,2,1,1,2,1,1,1,1,1,1,1,1,4,2,1,3,2,5,16,5,5,1.0,1,2.0,3,6,4,3,3,4,4,4,4.0,4,4,4,4,1,1,1,1,1,1,2,4,100.0,0,0,3.0,1,0,0,0.0,0,1,0,0,0,0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,3.0,3.0,2.0,32.0,5.0,1.0,1,0,1,40.0,3500,3200,0,413202,기록학 대학원 석사학위 이상 기본 실무 도서관 기록 구사 컴퓨터 없음 없음 없음,정보기록관리학
16444,5,3,4,1,1,5,4,2,2,2,2,2,3,4,5,4,4,5,3,2,5,4,5,1,1,2,4,5,3,3,2,5,5,5,5,4,3,3,2,2,3,2,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,5,4,5,4,3,3,6,1,2,2.0,2,0.0,3,2,3,3,3,4,4,4,4.0,4,3,4,3,1,2,1,2,1,1,1,5,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,1,1.0,2,1.0,1,1.0,1,1.0,1,2,3.0,4.0,1.0,39.0,2.0,1.0,1,0,1,40.0,2600,1300,0,702101,기술 발전 마감 사람 직접 미장 기사 망치 고대 흙손 해라 인테리어 기사 타일공 방수공,기계
16445,5,3,3,3,3,5,4,4,4,2,3,3,3,5,1,4,3,3,2,2,2,2,2,1,1,1,2,2,2,5,1,2,2,4,3,2,3,4,3,3,3,3,2,4,3,3,1,1,4,1,1,1,1,1,1,1,1,4,4,2,2,4,3,9,1,2,2.0,2,0.0,7,2,4,3,3,4,3,4,4.0,3,4,4,4,1,2,2,2,1,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,3,0,1.0,2,1.0,2,1.0,2,1.0,2,1,2.0,4.0,1.0,34.0,3.0,1.0,1,0,1,46.0,3800,2400,0,532101,자동화 점원 키오스크 포스 식당,제빵제과
16446,5,3,5,5,5,5,5,5,5,5,5,4,2,5,4,3,3,1,1,1,3,1,3,1,1,3,3,3,5,2,1,5,2,2,3,5,5,5,5,2,5,5,5,3,4,4,1,1,4,3,3,1,2,2,1,3,1,5,5,4,5,5,3,3,1,1,2.0,1,1.0,5,5,4,4,3,4,4,3,3.0,0,0,5,4,3,2,4,1,3,1,3,5,100.0,0,2,0.0,0,0,0,0.0,5,0,0,0,0,5,2,0,1.0,2,1.0,2,2.0,0,2.0,0,2,4.0,4.0,1.0,39.0,3.0,2.0,0,5,0,60.0,0,0,5000,159103,디자인역량강화 기구설계강화 사업계획서 작성강화 인사 노무 업무강화 프린팅 산업 다각 디자인 필요성 증가 예상 모델 퓨전360 머드박스 아텍스캐너 3D스캔 역설계 3D프린팅 아두이노 코딩,컴퓨터정보과
16447,3,1,1,1,1,2,2,1,3,2,2,1,1,1,4,1,2,2,2,1,2,1,1,1,1,3,3,2,2,2,2,1,2,3,3,2,3,3,5,1,1,4,5,1,1,1,2,1,4,1,1,1,1,1,1,1,1,4,1,1,4,1,3,1,4,1,2.0,2,0.0,7,1,2,3,3,4,3,3,3.0,0,0,0,3,3,2,4,1,3,3,3,5,0.0,0,2,0.0,0,0,0,0.0,5,0,0,0,0,5,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,4.0,1.0,47.0,2.0,2.0,0,6,0,48.0,0,0,3000,901201,변화 농부 트랙터 농기구,원예과
16448,5,1,3,1,1,4,4,3,3,2,4,1,1,5,1,4,3,2,1,1,1,1,1,1,1,1,1,3,3,3,2,4,3,4,3,3,3,3,4,3,3,3,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,4,4,2,5,4,4,19,4,2,2.0,2,0.0,7,2,4,3,3,3,3,3,3.0,3,3,3,3,1,1,1,1,1,1,1,1,90.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,4.0,1.0,37.0,2.0,1.0,3,0,2,40.0,2300,2100,0,864301,세탁물 추세 다리미 드라이클리닝 서비스업 없음 없음,문과
16449,5,3,5,5,5,5,5,5,5,5,5,3,3,5,4,1,3,4,1,1,2,1,1,1,1,5,1,1,5,2,1,5,1,2,4,4,4,2,5,4,4,4,5,4,1,4,1,1,3,1,1,1,1,1,1,1,1,3,3,2,2,3,2,13,2,5,2.0,1,6.0,6,6,4,4,5,5,5,5,5.0,5,4,4,4,3,1,4,1,3,1,2,2,50.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,3.0,2.0,40.0,6.0,1.0,1,0,1,40.0,7000,5000,0,155102,해당 연구 분야의 이론 실습 교육 전공지식교육 인구 감소 사내프로그램 없음 대학교수 전자 전기관련 없음,화학
16450,4,1,4,4,3,4,4,4,4,1,3,3,3,5,3,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,3,3,3,4,1,3,3,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,4,3,5,3,3,2,3,1,2,1.0,2,0.0,4,5,3,1,1,2,3,3,2.0,3,3,3,3,1,2,1,2,3,1,1,4,100.0,0,0,3.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,1,1.0,2,1.0,2,1.0,1,2,3.0,2.0,2.0,23.0,4.0,1.0,1,0,1,42.0,2400,2100,0,415202,컬러리스트 기사 창의 직업 디자이너 일러스트 포토샵 ERP 학생 다른 업계 디자이너 기획자 없음,텍스타일 아트
16451,5,1,3,3,3,2,2,1,1,1,1,4,4,5,3,1,3,2,2,2,1,1,1,1,1,1,1,1,2,3,1,3,2,5,1,2,2,1,1,2,2,3,1,4,2,5,1,1,4,1,1,1,1,1,1,1,1,5,1,1,4,2,4,18,1,4,2.0,1,6.0,3,4,3,3,2,1,3,3,3.0,3,3,3,3,2,1,3,2,1,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,2.0,2.0,24.0,3.0,1.0,3,0,2,40.0,2900,2700,0,420902,꾸준한 외국어 능력공부 현재 근무 직장 포화상태 카드 주사위,비서학
16452,5,1,1,1,1,5,4,4,3,3,3,2,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,5,2,2,1,3,1,3,2,1,1,2,1,3,1,1,1,5,1,1,1,3,3,1,1,1,1,1,1,4,3,3,4,3,2,11,1,2,1.0,2,0.0,7,2,3,4,3,4,3,4,3.0,4,4,3,3,1,1,2,2,1,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,2.0,2.0,1.0,41.0,2.0,1.0,1,0,1,35.0,2520,2148,0,541201,경호 자격증 경비지도사 고객 이용 가스총 무전기 없음 경호원 없음,기계과
16453,5,1,1,3,1,5,5,3,5,1,5,2,5,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,2,3,3,5,1,5,2,5,5,1,4,1,1,3,1,1,2,1,1,1,1,1,3,5,1,3,5,3,18,6,2,2.0,2,0.0,7,2,3,4,1,1,4,4,4.0,0,0,4,5,3,2,4,2,3,3,1,3,100.0,0,0,3.0,0,0,0,4.0,0,0,2,0,0,0,1,2,3.0,0,3.0,0,3.0,0,3.0,0,2,4.0,4.0,1.0,22.0,2.0,1.0,4,0,2,72.0,2500,2000,0,420202,전망 키보드 마우스 없다 코치 감독 인터넷방송 없다,문과
16454,5,1,3,1,1,2,4,2,2,1,1,2,2,5,1,1,4,2,2,2,2,2,1,1,1,2,2,2,1,4,3,3,4,5,4,3,4,1,1,1,3,3,1,2,1,5,1,1,4,1,1,1,1,1,1,1,1,4,4,4,3,3,4,6,1,2,1.0,1,3.0,5,1,3,2,2,4,4,2,2.0,3,4,4,3,1,1,2,2,1,1,2,4,50.0,1,0,0.0,1,0,0,0.0,0,0,0,0,4,0,1,1,3.0,0,3.0,0,1.0,2,1.0,1,2,2.0,4.0,1.0,59.0,4.0,1.0,3,0,2,50.0,2000,1800,0,702501,도배기능사 도배기술 칼선 벽지바름 아파트 경기 주택 수요 일자리 감소 도배 기능사 정배솔 카타칼 헤라 로라 서비스업 가구필름 도장 필름,무역학
16455,5,1,5,5,5,5,5,3,3,1,3,4,4,5,1,1,3,5,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,3,3,5,3,2,5,5,4,1,1,5,1,1,4,3,1,1,1,1,1,1,1,4,1,2,1,2,2,3,1,2,2.0,1,3.0,5,2,2,1,1,4,4,2,4.0,4,4,4,4,2,1,3,2,2,1,1,1,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,1.0,1.0,29.0,2.0,1.0,1,0,1,50.0,3000,2400,0,862101,입력 보정 그레이딩 패턴수정 페턴실 유카 캐드 프로그램 엑셀 없음 없음 없음,전자
16456,5,4,5,4,5,4,4,4,5,5,5,4,3,5,1,1,3,5,4,4,4,4,4,2,2,1,2,2,4,2,2,2,2,4,3,5,5,4,3,4,4,3,4,2,4,4,1,1,3,1,1,1,1,1,1,1,1,3,2,2,2,1,3,3,1,2,2.0,1,1.0,3,2,4,3,3,3,4,2,3.0,3,3,3,3,1,1,1,2,1,1,2,3,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,4.0,1.0,56.0,2.0,1.0,1,0,1,52.0,4000,2800,0,612401,영업실무 교육 인터넷 발달 컴퓨터 전화기 생산관리 사무직,이
16457,3,1,3,3,3,3,2,1,2,1,2,2,1,4,2,1,3,3,1,2,1,2,2,1,3,3,3,2,2,5,1,3,3,5,4,2,1,1,1,2,2,2,1,3,2,1,1,2,3,1,1,1,1,1,1,1,1,5,1,1,3,4,5,18,2,5,2.0,2,0.0,5,4,3,2,2,2,2,3,3.0,3,3,4,3,1,1,1,2,1,1,1,3,90.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,2.0,1.0,33.0,3.0,1.0,1,0,1,48.0,3500,2600,0,416701,설비 첨단 변화 글로라이트 조명배치도 브릿지 공구들 전기관련기술직 이라고만했음,전기
16458,5,3,5,3,3,4,4,4,4,5,4,3,3,5,4,5,5,1,1,1,1,1,1,1,1,1,1,1,2,3,3,1,1,1,1,4,4,4,1,3,3,3,1,4,1,3,1,1,4,1,2,2,1,1,1,1,1,3,2,2,4,4,3,18,1,2,2.0,1,3.0,3,2,3,2,2,3,3,2,2.0,2,3,4,3,1,1,1,2,1,1,1,3,85.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,4.0,2.0,1.0,37.0,2.0,1.0,1,0,1,40.0,2300,2000,0,417201,현장실무경험 대형 매니지먼트사 증가 스케쥴러 연예인 기획사,실업고
16459,5,3,4,2,2,4,4,4,4,4,4,3,2,3,4,1,3,1,1,1,1,1,1,1,1,3,4,4,2,5,1,2,3,5,5,3,3,2,4,2,3,3,4,4,2,1,1,1,5,1,1,1,1,1,1,1,1,4,2,2,2,2,2,7,4,1,1.0,1,4.0,4,2,3,3,2,4,4,3,3.0,0,0,0,3,3,1,4,1,3,3,3,2,0.0,0,2,0.0,0,0,0,0.0,5,0,0,0,0,5,1,1,1.0,1,1.0,1,1.0,1,1.0,1,1,2.0,3.0,1.0,51.0,2.0,2.0,0,5,0,48.0,0,0,5000,811501,보일러 시공 배관 설비 안전교육 대기업 드릴,이과
16460,5,3,5,5,5,4,4,4,4,3,3,2,2,5,3,2,2,2,2,2,2,1,1,1,1,1,1,1,4,2,2,2,2,2,1,4,2,2,3,4,3,2,2,2,2,5,1,1,4,1,1,1,1,1,1,1,1,3,4,3,3,4,3,15,2,5,2.0,2,0.0,6,5,5,5,5,4,4,4,4.0,4,4,4,4,1,1,1,2,1,1,1,4,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,3.0,2.0,1.0,66.0,4.0,1.0,1,0,1,52.0,7500,6500,0,12101,인력 감축 군수 PC 행정자치부 공무원,행정학
16461,5,2,5,5,5,3,4,2,3,4,5,3,3,4,5,5,4,5,5,5,5,4,5,2,2,5,4,2,3,2,2,3,3,5,5,5,4,4,2,4,4,3,4,3,4,3,1,1,5,1,1,1,1,1,1,1,1,3,3,2,4,3,4,8,1,2,1.0,1,1.0,6,3,4,3,3,1,1,3,3.0,4,3,1,3,2,1,1,2,3,1,2,4,100.0,0,0,3.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,2.0,1.0,1.0,58.0,4.0,1.0,2,0,2,80.0,3000,2000,0,621203,해기사 1급기관사 해상안전교육 여객선교육 고전압교육 선박 자동화 선박의 기관 기계 자영업 없음 없음,기관학
16462,5,4,5,5,5,5,5,5,5,5,5,4,2,5,4,5,4,5,5,4,3,4,4,4,4,3,5,2,4,2,2,2,2,5,4,5,5,5,2,2,5,5,2,1,5,3,1,1,5,1,1,1,1,1,1,1,1,5,4,4,4,2,1,15,2,6,1.0,1,1.0,6,5,5,5,5,4,4,1,3.0,2,3,3,3,1,1,1,2,1,1,1,2,90.0,1,0,0.0,0,0,0,0.0,5,1,0,0,0,0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,3.0,1.0,1.0,46.0,5.0,1.0,1,0,1,72.0,8000,6000,0,621102,사업용회전익종사자면허 무선통신사 안전관리 계기비행훈련 인명구조훈련 소방 공무원 소방 헬기 조종사 수로 자리 한정 변화 기장 비행항법프로그램 지도 국방부 육군 헬기조종사 소령 화물공수 헬기운송사업에 고용가능 닥터헬기조종사,국가안전보장학
16463,5,4,5,5,5,5,5,5,4,3,4,3,3,5,3,2,4,4,3,2,2,1,1,1,1,1,1,2,5,1,1,4,3,5,1,2,3,3,2,2,4,4,4,2,3,4,1,1,2,1,2,1,1,1,1,1,1,3,3,3,3,2,4,19,1,2,1.0,1,3.0,3,5,4,4,4,3,5,2,3.0,3,5,5,4,1,1,1,2,1,1,1,3,100.0,3,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,1,5.0,2.0,2.0,26.0,4.0,1.0,1,0,1,40.0,2400,1920,0,24404,컨벤션기획사 2급 DB관리 산업 발전 관련 업계 일자리 생각 국제 회의 기획사 컨벤션 기획사 무응답 무응답 무응답 없음,영어영문학
16464,5,1,2,1,1,3,3,2,3,5,4,1,1,5,1,4,3,4,4,3,1,1,1,1,1,4,4,3,1,5,2,2,3,3,3,5,4,2,5,2,5,5,5,4,2,1,1,1,5,1,1,1,1,1,1,1,1,5,5,4,5,4,2,3,1,1,1.0,1,4.0,3,4,3,4,2,4,5,4,5.0,4,3,4,4,1,1,1,1,1,1,1,5,100.0,1,0,0.0,1,0,0,0.0,0,1,0,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,3.0,1.0,26.0,3.0,1.0,1,0,1,60.0,2400,2000,0,871101,제빵기능사 제과기능사 제과기능장 발효 빵성형 케이크만드는법 비량 증가 파티셰 포장용기 제빵도구 오븐,제과제빵
16465,4,3,4,4,4,3,3,2,4,1,1,3,2,4,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,1,2,3,3,4,1,3,2,5,2,1,3,1,2,3,1,2,1,1,1,1,1,1,2,4,5,3,4,2,20,4,1,2.0,1,6.0,6,5,3,4,2,4,4,4,2.0,0,0,0,4,3,1,3,1,3,3,1,1,0.0,0,2,0.0,0,0,3,0.0,0,0,0,3,0,0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,4.0,3.0,1.0,46.0,4.0,1.0,4,0,2,60.0,5000,2200,0,411103,계속검정 매체 발달 워드 한글 펀드매니저 없음 없음,경영학
16466,4,3,4,3,4,4,3,4,3,2,3,3,2,2,5,1,4,3,3,2,4,2,2,2,1,2,2,3,2,4,2,5,3,4,1,4,2,1,2,1,2,2,1,3,2,4,2,1,3,1,1,1,1,1,1,1,1,1,2,3,1,2,2,10,1,5,2.0,2,0.0,6,4,3,3,3,3,3,3,3.0,0,0,0,3,2,1,1,2,2,1,2,3,0.0,0,2,0.0,0,0,3,0.0,0,0,0,0,4,0,2,0,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,2.0,2.0,31.0,4.0,2.0,0,6,0,38.0,0,0,2800,416302,직업 특성 인력 크게 변화 직종 마이크 이어폰 비서실근무,비서학
16467,5,4,4,4,5,5,5,4,4,4,4,3,3,2,4,1,3,2,2,1,1,1,1,1,1,1,1,1,2,3,3,2,2,1,1,3,4,4,3,1,2,1,1,4,1,1,2,1,4,1,1,1,1,1,1,1,1,4,2,3,5,2,1,18,1,2,1.0,1,5.0,5,2,3,2,3,4,4,2,3.0,2,3,4,3,1,1,1,1,1,2,2,4,30.0,1,0,0.0,0,0,3,0.0,0,0,0,0,4,0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,2.0,1.0,37.0,4.0,1.0,1,0,1,48.0,4800,2300,0,521304,관광통역사 언어 여행 사람 가이드 깃발 여행사 여행작가,중국어
16468,5,3,5,5,5,5,5,5,5,5,5,5,5,5,3,1,5,1,1,1,1,1,1,1,1,1,4,4,4,3,1,1,1,3,1,5,5,5,5,3,5,5,5,5,4,5,1,1,5,2,2,2,3,3,3,3,3,3,4,2,4,4,4,7,3,2,1.0,2,0.0,6,5,4,3,3,4,4,3,2.0,3,3,4,4,1,1,1,2,1,1,1,3,100.0,1,0,0.0,1,0,0,0.0,0,0,2,0,0,0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,3.0,1.0,40.0,4.0,1.0,1,0,1,38.0,3000,2400,0,306902,청각사 청능사 노인 인구 증가 피팅프로그램 고객관리프로그램,경영학
