idx,aq1_1,aq1_2,aq2_1,aq2_2,aq3_1,aq3_2,aq4_1,aq4_2,aq5_1,aq5_2,aq6_1,aq6_2,aq7_1,aq7_2,aq8_1,aq8_2,aq9_1,aq9_2,aq10_1,aq10_2,aq11_1,aq11_2,aq12_1,aq12_2,aq13_1,aq13_2,aq14_1,aq14_2,aq15_1,aq15_2,aq16_1,aq16_2,aq17_1,aq17_2,aq18_1,aq18_2,aq19_1,aq19_2,aq20_1,aq20_2,aq21_1,aq21_2,aq22_1,aq22_2,aq23_1,aq23_2,aq24_1,aq24_2,aq25_1,aq25_2,aq26_1,aq26_2,aq27_1,aq27_2,aq28_1,aq28_2,aq29_1,aq29_2,aq30_1,aq30_2,aq31_1,aq31_2,aq32_1,aq32_2,aq33_1,aq33_2,aq34_1,aq34_2,aq35_1,aq35_2,aq36_1,aq36_2,aq37_1,aq37_2,aq38_1,aq38_2,aq39_1,aq39_2,aq40_1,aq40_2,aq41_1,aq41_2,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15_1,bq15_2,bq15_3,bq16,bq17,bq18_1,bq18_2,bq18_3,bq18_4,bq18_5,bq18_6,bq18_7,bq19,bq20,bq21,bq22,bq23,bq24_1,bq24_2,bq24_3,bq24_4,bq24_5,bq24_6,bq24_7,bq24_8,bq25,bq26,bq27,bq28,bq29,bq35,bq36,bq37,bq38,bq39_1,bq39_2,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,major
7349,4,5,5,7,4,7,2,4,4,6,4,4,5,6,4,6,4,6,5,6,5,6,4,6,4,4,5,7,5,4,3,7,4,3,1,0,4,4,1,0,5,7,1,0,1,0,5,6,5,7,5,4,5,5,5,6,3,3,4,5,5,5,2,4,3,6,3,3,3,2,2,1,2,2,2,2,2,2,1,0,1,0,3,1,6,2,1,4,2,4,2,2,2,2,5,2,3,3,3,3,3,1,1,3,3,3,5,3,4,4,3,2,4,4,4,1,4,1,6,50,1,1,1,1,1,1,1,2,3,2,3,4,3,2,2,25,4,1,1,1,4000,0,3700,151108,사내 또는 국제적으로 통용되는 설계규정 습득 선배 설계자들의 설계 경험 인건비 기업 입장 가장 절감 실제 지금 전세계 변화 설계자 Degigner Zagineer 없음 중건설업 설계자 없음,해양공학
7350,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,2,3,2,3,2,3,3,4,3,4,3,4,3,4,3,4,3,4,3,4,3,4,2,2,2,3,2,3,3,4,3,4,1,0,3,4,3,4,3,4,1,0,3,4,3,4,3,4,2,3,2,3,3,1,2,2,2,0,7,1,3,2,1,4,3,3,3,3,4,4,2,3,3,4,2,1,3,3,2,3,2,2,3,2,3,3,2,3,1,0,2,2,2,2,2,2,2,2,3,3,3,2,2,4,2,41,2,1,1,1,2400,0,1800,28401,소수 인력 보유 변동 없다 없다 없다 없다,상업
7351,3,4,4,5,4,5,1,0,4,5,4,5,4,5,4,6,4,6,4,6,5,7,5,7,4,5,4,6,4,6,2,2,1,0,1,0,4,5,2,3,1,0,2,2,2,3,3,4,4,5,3,4,3,4,3,4,3,4,3,4,4,5,3,3,3,4,5,6,4,5,3,5,2,3,2,2,2,3,3,5,2,3,10,1,4,2,2,0,4,5,4,3,3,4,4,3,4,3,4,4,4,4,4,3,3,3,3,2,3,3,2,3,2,3,4,4,4,4,4,20,1,1,1,1,2,2,2,1,4,4,4,4,4,4,1,50,4,1,1,1,7000,0,6100,13701,일상생활 증가 프로그램 개발 없다 노트북 해당 프로그램 프로그래머 관리자 인재양성을 위한 강사 AI컨설링,컴퓨터공학
7352,4,6,3,4,3,4,1,0,1,0,2,3,2,2,5,7,5,6,4,6,2,3,3,4,3,4,3,4,3,4,1,0,1,0,1,0,4,6,1,0,1,0,1,0,1,0,5,7,4,6,2,2,2,2,3,4,2,2,3,4,3,4,3,4,1,0,1,0,1,0,1,0,2,2,2,2,4,6,1,0,2,6,15,2,4,2,1,2,2,5,4,3,3,4,4,2,2,2,3,3,3,4,3,4,4,4,4,4,3,2,2,2,3,3,2,4,3,4,4,20,2,2,2,2,2,2,2,2,4,4,4,4,1,3,1,34,5,1,1,1,3300,0,2000,413202,직무관련 기록물 관리 시행 기록물 관리 전문요원 필요 없다 엑셀 박물관 안내원 없다 없다,고고학
7353,3,4,4,6,4,6,1,0,1,0,1,0,4,6,4,6,5,7,4,6,2,3,4,6,4,6,2,3,3,4,1,0,1,0,1,0,3,5,1,0,1,0,1,0,1,0,1,0,3,5,3,4,2,3,3,4,2,3,3,4,2,3,2,2,3,4,3,4,3,3,3,4,3,4,4,6,2,3,2,3,1,0,11,1,5,1,1,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,5,2,4,4,3,3,4,3,1,1,2,2,3,4,3,3,5,10,2,1,2,2,2,2,2,1,4,4,4,4,3,3,1,38,4,1,1,1,8000,0,4000,31301,보험계리사 FRM 계리S W사용숙지 분석능력 제조 변화 리사 역할 증대 보험계리사 계리 소프트 없다 없다 없다,통계학
7354,3,4,2,2,2,2,1,0,1,0,1,0,2,3,3,3,3,3,3,2,2,1,3,3,2,2,2,2,3,2,1,0,1,0,1,0,3,4,1,0,1,0,1,0,1,0,3,1,1,0,3,3,1,0,2,2,3,2,2,2,1,0,1,0,2,2,2,2,5,5,2,2,4,3,2,2,2,2,1,0,1,0,16,5,5,1,2,0,7,7,4,4,4,3,3,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,1,10,2,2,2,2,2,2,2,2,3,3,3,3,3,3,1,45,6,1,1,1,4600,0,2800,211101,박사학위 사이버대 학과 산학 협력 증가 유지 교수님 노트북 광주 보건대학교 강사 없다 없다,사회복지학
7355,4,5,4,5,3,4,1,0,2,4,3,4,3,3,3,4,3,4,3,4,2,4,3,4,3,4,2,3,3,4,1,0,1,0,1,0,3,3,1,0,1,0,1,0,1,0,4,6,3,5,3,5,3,4,4,5,3,4,4,5,3,4,2,3,3,5,3,4,1,0,3,4,3,4,3,4,4,5,2,1,2,1,7,1,5,2,1,3,4,5,4,3,3,4,4,3,4,4,4,4,4,4,3,2,3,3,4,2,4,4,2,5,2,2,4,3,3,2,2,30,2,2,1,1,2,2,2,2,4,3,3,2,2,4,2,39,4,1,1,1,4600,0,3800,416304,방송능력 상품전문성 시청자 계속 없다 방송 장비 대본 마이크 없다 없다 없다,신문방송학
7356,4,3,4,3,3,3,4,3,4,2,3,4,3,3,4,4,4,4,4,3,4,3,4,3,4,4,4,5,3,3,3,3,4,3,1,0,3,3,1,0,1,0,1,0,1,0,3,3,4,3,3,3,3,4,4,5,3,2,3,2,4,4,2,2,4,4,4,4,4,4,2,3,4,4,3,3,3,2,1,0,1,0,16,5,2,1,1,2,6,4,3,4,3,4,4,3,3,4,4,3,4,4,4,1,4,3,3,2,4,3,3,4,3,4,4,2,2,3,1,30,1,1,2,2,1,1,1,1,4,4,3,4,3,3,2,34,4,1,3,2,2200,0,1700,212901,보육교사2급 수업운영훈련 때문 없다 교사 수첩 필기구 사무직 없다 없다,아동학
7357,4,4,3,5,4,5,4,5,4,5,3,4,4,5,4,4,4,5,4,6,4,5,5,5,4,6,4,6,4,6,4,6,4,6,3,5,3,4,4,5,3,5,4,6,4,5,4,5,2,3,3,4,3,3,4,6,4,5,2,2,4,6,3,3,4,6,4,4,4,4,4,6,3,4,4,6,4,6,2,2,3,3,6,1,2,1,2,0,5,2,3,3,2,4,3,2,3,2,2,4,3,3,2,2,3,2,3,3,4,3,2,2,3,4,4,4,3,2,3,30,2,2,1,2,1,1,2,2,4,4,4,2,3,2,1,43,4,1,1,1,6800,0,3100,140304,토목기사 경제 건축 경기 택지 개발 활성화 것이므 없다 파기 없다 항밀공사 기술직 없다,토목공학
7358,4,5,3,4,4,5,1,0,4,4,3,4,3,4,2,4,4,4,4,5,1,0,2,2,4,6,3,5,4,4,1,0,1,0,1,0,4,5,1,0,1,0,1,0,1,0,3,5,3,5,4,4,3,5,4,5,3,5,4,5,3,5,1,0,4,6,4,6,4,5,5,5,4,4,3,5,3,4,3,4,3,5,15,2,5,2,2,0,5,5,4,4,4,5,4,3,4,4,3,4,4,3,3,2,4,3,4,4,4,3,3,3,2,3,3,3,2,2,5,7,2,2,2,2,2,2,2,2,4,5,4,3,3,2,1,48,4,1,1,1,6000,0,3800,13305,한정 일자리 변화 없다 컴퓨터 엑셀 교도관 모름,사회학
7359,3,3,4,4,4,4,1,0,2,2,4,5,3,4,3,3,3,4,4,5,3,4,4,5,4,5,5,5,4,4,5,6,3,4,1,0,2,2,3,3,1,0,1,0,1,0,2,2,2,2,2,2,4,5,5,6,3,3,1,0,3,3,5,6,3,3,4,4,2,3,3,3,3,4,4,4,2,2,1,0,3,3,18,1,2,2,1,1,3,2,3,2,2,2,4,2,4,0,0,4,4,4,2,4,2,2,3,2,4,2,4,3,4,2,3,2,2,3,6,10,2,2,1,2,2,2,2,2,3,3,3,2,2,3,2,30,3,1,3,2,2500,0,2000,420901,서비스교육 캐디 영업 골프장 증가 없다 카트 판매원 없다,통계학
7360,3,3,1,0,1,0,1,0,1,0,2,6,1,0,3,3,3,3,1,0,3,2,1,0,1,0,1,0,3,2,3,3,3,4,1,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,3,5,1,0,4,5,3,2,3,3,1,0,1,0,3,3,3,3,5,5,3,3,3,3,3,3,3,3,1,0,1,0,16,5,2,1,1,4,4,5,4,4,4,4,4,4,3,3,3,3,3,3,2,2,3,3,2,2,2,2,2,3,3,2,3,3,1,3,1,0,2,2,2,2,2,2,2,2,3,3,3,3,3,4,2,46,4,1,1,1,4400,0,2800,212101,정교사 타인을 교육하는 훈련 예술 계통 일이 변화 오지 선생님 화구 없다 학원 선생 없다,미술교육
7361,4,5,4,7,4,6,1,0,4,6,5,6,4,7,5,6,5,6,4,5,4,5,5,7,4,6,4,6,4,7,3,3,2,2,1,0,3,4,3,4,1,0,1,0,1,0,5,7,5,7,4,6,5,7,5,7,4,5,5,7,5,6,4,6,4,6,5,7,4,6,4,6,4,6,4,6,5,7,2,4,4,6,12,4,1,1,1,6,5,2,5,5,4,5,4,5,5,0,0,0,4,4,3,1,5,4,2,3,3,2,4,2,3,2,4,2,3,2,6,40,2,1,2,2,2,2,1,2,4,4,4,4,4,4,2,50,4,2,6,0,0,4500,0,611001,부동산공인중개사 자격증 한방교육 실무교육 법개정 교육 시스템 발달 때문 없다 교차로 신문 광고 컴퓨터 총무회사원 경매사 주택관리사 자산관리자,관광통역학
7362,3,4,2,3,3,4,1,0,2,2,2,3,2,3,4,5,2,2,2,2,4,5,3,4,3,4,2,3,2,3,3,3,2,2,1,0,3,4,1,0,1,0,1,0,1,0,3,3,3,4,2,2,2,3,3,3,2,3,2,3,2,2,2,2,2,2,2,3,5,7,2,3,5,7,3,4,2,2,1,0,1,0,16,5,2,2,1,3,6,5,4,3,4,4,4,3,3,3,4,4,4,3,3,2,3,3,4,3,3,3,3,4,2,2,2,3,2,3,1,0,2,2,2,2,2,2,2,2,4,4,4,3,2,3,1,35,4,1,1,1,3800,0,1400,214301,강의요령 학생들 다루는 방법 모든 산업 디자인 변화 없음 컴퓨터 캐드 프로그램 없음 없음 없음,패션디자인
7363,4,6,4,6,4,5,2,2,2,2,3,4,3,4,4,6,4,6,4,6,4,5,4,6,4,5,3,4,3,4,2,2,2,2,2,2,4,6,2,2,2,2,2,2,2,2,4,6,4,5,4,5,4,6,4,5,4,6,4,5,4,5,4,6,4,6,3,5,4,6,3,4,4,5,4,5,4,6,4,5,4,6,16,1,2,1,1,6,6,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,3,4,4,3,4,3,3,3,2,30,2,1,2,2,1,2,2,2,3,4,4,4,4,4,2,43,4,2,5,0,0,5000,0,13201,유치원1급정교사 월간행사기획 안전교육습득 때문 원장님 몬테소리 교구 주간 계획 사회복지사 미술치료상담사 없다,유아교육
7364,2,3,1,0,3,5,3,4,4,5,1,0,1,0,1,0,1,0,3,3,1,0,2,2,3,4,3,4,3,4,3,4,1,0,4,5,1,0,4,6,1,0,3,4,1,0,1,0,1,0,1,0,4,6,3,4,1,0,1,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,8,1,2,1,1,3,3,2,3,3,3,4,3,2,3,2,4,4,3,2,3,3,3,3,4,3,4,4,2,3,4,2,3,3,2,3,6,15,2,2,2,2,2,2,2,2,4,4,3,4,2,4,1,51,2,1,3,2,4000,0,4000,623002,지게차 운전 기능사 지게차 운전법 대체 없다 없다 없다 없다,인문계
7365,1,0,1,0,1,0,4,4,3,4,3,4,3,4,1,0,2,3,3,3,1,0,3,4,2,3,2,2,2,2,4,4,4,4,4,5,1,0,4,4,4,4,4,6,1,0,3,3,3,3,3,3,3,3,2,3,2,3,2,3,2,3,2,2,2,3,2,3,1,0,2,2,2,2,2,2,2,2,1,0,1,0,6,1,2,2,2,0,3,2,3,2,2,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,4,2,3,3,3,3,2,2,2,2,20,1,1,1,2,2,2,2,2,3,3,3,3,2,2,1,49,2,1,1,1,3000,0,2000,811301,경기 물량 감소 없다 포크레인 기사 모름 없다,기계
7366,4,3,5,5,2,5,3,4,2,5,5,3,3,3,5,5,5,7,3,3,5,5,1,0,3,5,3,3,3,5,1,0,1,0,1,0,2,2,2,3,1,0,1,0,1,0,2,3,2,3,3,5,5,7,5,7,5,7,3,5,3,5,5,7,2,3,2,3,4,5,3,5,5,7,2,3,3,5,2,3,3,5,16,5,1,1,2,0,6,5,5,3,3,5,5,4,4,4,0,5,4,2,2,2,5,3,5,3,2,3,2,5,1,2,2,2,4,2,5,60,1,1,2,2,2,2,2,2,3,3,3,4,2,2,2,28,4,2,6,0,0,4000,0,414503,교육지도사 2급 저출산 감소 없다 피아노 악보 리코더 단소 오카리나 없음 없음 없음,피아노
7367,4,5,3,4,3,3,2,2,2,3,3,3,2,2,3,3,3,4,3,3,2,3,2,3,3,4,2,3,2,2,3,3,2,2,2,2,2,3,1,0,1,0,1,0,1,0,2,3,3,3,3,3,2,2,3,2,2,3,1,0,2,2,1,0,2,2,2,2,1,0,2,2,2,2,2,2,2,3,1,0,2,2,3,1,2,2,1,3,5,4,4,3,3,4,4,3,3,4,3,4,3,3,3,2,3,3,4,2,3,3,2,3,2,2,3,4,2,3,6,0,2,2,2,2,2,2,2,2,4,4,3,4,2,3,2,30,4,1,1,1,3000,0,2400,415101,제품특성에 맞는 디자인 아이디어 훈련 스케치훈련 소비자 제품 경쟁력 이기 위해 디자인 중요도 커서 없다 포토샵 없다 없다 없다,산업디자인
7368,3,3,3,5,3,5,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,5,5,5,3,4,4,4,4,3,3,4,4,3,3,3,3,3,2,2,3,4,4,3,3,4,5,4,3,5,3,3,4,4,4,3,3,3,4,3,3,2,2,4,2,4,3,3,2,4,3,3,2,3,3,3,3,2,1,3,1,13,1,3,2,1,3,4,3,4,3,3,4,4,3,3,3,4,4,3,3,3,3,3,3,4,3,3,3,2,2,2,2,3,3,3,3,6,30,2,2,1,2,2,2,2,2,4,4,3,3,3,3,1,27,4,1,1,1,3000,0,2600,154103,품질기준 상황 그대로 유지 없다 기기 정도 없다 없다 없다,화공생명학
7369,2,2,2,2,2,2,2,2,1,0,2,2,2,2,2,2,2,2,2,2,1,0,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,1,0,1,0,1,0,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,3,4,2,2,1,0,1,0,2,2,1,0,1,0,16,1,2,1,2,0,1,4,3,4,2,4,3,4,2,3,4,5,4,2,2,4,3,3,4,2,4,2,2,3,4,2,4,3,2,3,6,10,2,2,2,2,2,2,2,2,4,4,3,3,2,3,2,27,3,1,1,1,2000,0,1500,213001,1급정교사 2급정교사 교사 학생 수가 감소 여성 사회 참여 가정 양육 지고 선생님 교구 교재 엑셀 워드 없다 없다 없다,유아교육학
7370,3,3,3,3,3,3,3,2,3,3,2,2,4,4,2,3,2,3,3,3,1,0,2,3,3,3,1,0,2,2,3,2,3,3,3,3,1,0,3,3,1,0,1,0,2,2,3,3,3,3,4,4,1,0,3,3,1,0,1,0,1,0,1,0,1,0,3,3,1,0,3,3,1,0,3,3,1,0,1,0,3,3,3,1,3,2,1,2,3,5,4,3,3,4,4,3,3,3,3,4,3,4,4,3,4,3,4,4,3,4,1,3,3,3,3,2,3,2,2,30,1,1,1,1,1,2,2,2,4,4,3,3,3,2,1,36,4,1,1,1,3000,0,2400,852301,검사분야와 관련한 제반업무 생산 장비 자동화 첨단 화로 인력 대체 없다 안전 장갑 측량 생산 기록 마스크 없다 없다 없다,화학공학
7371,3,5,3,5,3,5,4,4,4,4,3,5,3,5,4,5,4,4,4,5,4,4,4,5,3,5,4,5,3,5,3,4,4,5,4,4,3,4,4,4,4,4,4,5,4,5,4,5,3,5,3,4,4,4,4,5,4,5,4,5,3,4,4,5,3,5,4,4,3,5,4,5,4,5,4,4,4,4,3,5,4,4,3,4,1,1,2,0,7,2,4,3,4,4,4,5,4,0,0,0,4,4,4,1,4,4,4,3,3,4,2,3,4,3,4,2,2,2,2,60,1,2,1,1,1,1,1,1,3,4,4,4,2,4,1,55,2,2,6,0,0,2600,0,863201,양장기능사 맞춤 선호 없다 줄자 옷감 다리미 가게 판매직 없다 없다,실업고
7372,4,5,4,6,4,6,4,6,4,5,4,6,4,5,4,5,4,5,4,6,4,6,4,6,4,6,5,6,4,6,4,6,4,6,4,6,3,5,4,6,4,6,4,5,4,5,4,6,4,5,4,6,4,5,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,6,4,5,4,6,4,6,4,6,4,6,16,5,3,1,2,0,7,5,4,5,5,4,4,5,5,4,5,4,5,4,4,1,5,5,3,3,2,2,2,3,2,3,2,3,2,3,4,40,2,2,2,2,2,2,2,2,4,4,3,4,2,2,2,55,4,1,1,1,5000,0,2000,212101,정교사자격증 컴퓨터그래픽운용기능사 정규 수업 과정 없다 물감 파레트 파스텔 색연필 스케치북 학생 미술강사 심리치료사,미술교육학
7373,4,3,5,6,5,7,4,6,4,6,5,7,4,5,4,5,4,6,5,6,5,6,5,7,4,6,4,6,4,6,4,4,2,4,3,3,4,6,1,0,2,2,1,0,3,4,5,6,5,7,5,7,5,7,5,7,5,7,5,7,5,7,5,7,4,6,5,7,5,7,4,6,5,7,5,7,5,7,4,6,4,6,16,5,3,1,1,6,6,5,4,4,4,3,4,3,3,3,3,3,3,1,2,2,4,4,4,3,4,4,5,5,4,5,4,3,3,2,6,10,2,1,1,2,2,2,1,2,3,4,4,4,3,2,2,38,5,1,1,1,5000,0,2100,212101,중등정교사 자격증 생물 수업기술 교수학습법 상담기법 교사 학생 지도 기계 대신 없다 수업 교재 실험 도구 없다 심리상담가 모름,생물교육학
7374,3,4,2,3,2,4,2,2,3,3,2,2,3,4,2,4,2,3,2,3,3,4,4,5,2,3,2,3,3,4,2,2,2,2,1,0,4,5,1,0,1,0,1,0,1,0,2,2,2,3,3,3,2,3,2,2,2,3,2,2,2,3,1,0,3,3,3,4,1,0,3,3,2,2,3,4,2,3,3,5,4,5,3,1,2,2,1,5,6,4,4,3,4,4,4,3,4,0,0,0,5,3,3,2,3,3,4,3,3,3,3,4,2,3,2,4,2,3,6,10,2,1,2,2,2,2,2,2,4,4,4,4,2,2,1,51,4,2,5,0,0,6000,0,415404,인쇄업무 종이 포장재질 산업 발전 요인 제품 출시 증가 없다 포토샵 일러스트 없다 없다 없다,광고디자인
7375,4,5,3,5,3,4,2,2,3,3,4,5,4,5,4,5,4,5,3,5,5,7,4,6,3,5,2,4,3,4,4,5,3,3,1,0,2,2,2,2,1,0,1,0,1,0,2,3,4,4,2,3,3,4,3,4,2,2,2,2,2,3,3,3,4,5,3,4,2,2,1,0,4,5,3,3,3,4,2,2,2,2,18,1,2,2,2,0,4,4,4,2,2,4,4,2,2,0,0,4,3,4,5,3,2,2,4,3,3,3,4,4,4,3,4,2,3,2,2,30,1,1,2,2,2,2,1,2,4,4,3,3,3,3,1,36,3,1,3,2,3000,0,2000,416204,시대 트랜드 좌지우지 경향 대한 미래 대한 불확실 없다 분장 소품 의류 구두 없다 없다 없다,문예창작학과
7376,4,5,4,4,4,5,3,5,3,4,5,6,3,3,3,3,3,3,3,4,4,5,5,5,4,4,4,5,4,5,4,5,4,4,3,3,3,3,1,0,1,0,1,0,1,0,3,3,3,3,4,4,3,4,3,5,3,4,4,4,2,2,5,5,4,4,4,5,3,3,3,4,4,5,4,4,4,4,3,3,4,4,9,1,1,1,1,3,3,4,4,4,4,4,4,3,3,3,3,4,3,3,4,2,4,4,3,2,2,3,4,3,4,4,4,2,3,2,3,30,2,2,2,2,2,2,2,1,3,3,2,4,2,3,1,30,2,1,1,1,3000,0,2000,531601,조주기증사 자격증 바리스타 예술적인 창의성 자동화 시스템 소믈리에 쉐이커 싱글 라스 스푼 트레이너 오프너 핸드폰판매원 음료마스터 공연예술제작,일반고
7377,2,1,3,3,3,3,2,2,3,3,3,3,3,3,2,3,3,3,3,3,2,2,3,3,3,3,3,3,2,2,3,3,2,3,3,4,1,0,1,0,4,4,3,3,3,3,2,2,3,3,3,3,3,4,3,4,3,4,3,4,3,4,2,3,3,3,3,4,3,4,3,4,3,4,3,4,1,0,1,0,1,0,3,1,2,2,2,0,3,2,2,2,1,2,2,1,2,2,2,3,2,2,1,5,1,1,1,3,4,4,2,4,4,4,5,2,3,2,4,30,1,2,1,2,2,2,2,2,2,4,2,3,2,2,1,43,2,1,1,1,3200,0,2500,825201,중국 현지 생산 외국 이전 추세 없다 코팅 부식 방지 화학 용품 생산조립원 없다 없다,공업고
7378,4,3,4,3,4,4,2,2,3,3,2,2,5,5,3,3,4,4,4,5,2,2,4,6,2,2,3,4,4,5,5,7,5,7,3,3,3,3,3,3,1,0,4,6,2,3,4,4,5,4,1,0,1,0,3,4,2,2,1,0,1,0,1,0,2,2,2,3,2,2,2,2,2,2,2,1,2,2,1,0,2,2,8,1,6,1,1,4,7,4,4,2,2,2,4,1,2,3,3,4,3,4,4,3,3,3,4,2,3,4,1,3,4,2,4,3,2,3,6,20,2,1,1,2,2,2,2,2,4,4,2,4,2,4,1,28,4,1,3,2,2600,0,2300,812101,항공정비사 면장 정비실습 시스템이해 정비문서처리 정속 정비 인원 항공정비사를 메카닝 항공정비사 보완 프로그램 공구 소켓 펜치 군인 공장내부수리기사 없다,항공기계
7379,2,2,3,4,3,4,4,5,4,6,3,4,4,5,4,4,3,4,4,6,2,2,5,6,4,6,3,4,4,6,4,5,4,5,2,3,1,0,4,6,4,6,4,6,4,5,1,0,1,0,4,6,4,6,4,6,3,4,4,6,4,6,4,6,4,6,4,6,1,0,4,6,4,6,4,6,4,6,2,3,3,4,1,4,1,2,2,0,6,2,4,4,4,4,4,4,3,4,3,4,4,3,3,4,5,4,3,3,5,4,5,4,4,5,4,4,2,3,1,30,2,2,1,2,2,2,2,2,4,4,3,3,2,2,1,49,2,2,6,0,0,8200,0,904101,어업 경영 개선 없다 부자 로프 녹끝 없다 없다 없다,인문계
7380,4,3,4,3,4,3,4,2,3,2,3,2,4,3,3,2,4,3,4,2,2,2,2,2,2,2,3,3,4,3,1,0,1,0,1,0,2,2,1,0,1,0,1,0,1,0,1,0,3,3,3,3,1,0,4,3,1,0,1,0,3,2,1,0,3,2,4,3,2,1,3,2,3,2,3,3,2,2,3,2,1,0,15,2,6,1,1,5,5,5,4,2,2,2,4,2,2,2,3,4,3,2,3,4,2,2,4,3,4,4,2,4,4,4,4,4,4,1,4,50,2,2,1,2,2,2,2,2,3,2,3,3,3,3,1,45,4,1,1,1,7000,0,4000,621403,2종철도면허 관제사 운전관계업무 신호통신관제업무 철도 노선 증가 없다 기관사 없다 없다,정보통신
7381,4,6,3,3,1,0,4,6,1,0,1,0,2,4,4,4,3,5,4,4,1,0,5,4,3,3,1,0,3,5,3,3,1,0,5,7,1,0,1,0,3,3,4,2,1,0,4,5,4,6,2,3,3,4,2,4,4,6,4,6,3,4,3,4,1,0,4,4,1,0,1,0,1,0,1,0,4,7,3,5,3,5,17,1,1,1,1,5,7,7,4,4,4,4,3,4,4,3,3,4,4,5,5,1,5,4,4,3,3,2,4,3,2,2,2,3,2,3,1,10,2,2,2,2,2,2,2,2,3,3,4,3,2,3,1,40,6,2,5,0,0,7000,0,301401,치과의사면허증 인턴 구강 건강 대한 관심 증가 없다 없다 없다 없다,치의학
7382,5,6,5,7,5,7,1,0,4,6,4,6,5,7,5,7,5,7,5,7,5,7,5,7,4,6,5,6,4,6,1,0,1,0,1,0,5,7,1,0,1,0,1,0,1,0,5,7,3,5,4,6,5,6,4,6,2,2,5,6,4,6,1,0,4,6,4,6,4,6,4,6,4,6,5,6,5,7,4,6,3,4,11,1,6,1,1,2,6,5,4,3,2,4,4,3,3,3,4,4,4,4,4,3,3,3,4,3,4,4,3,3,4,4,4,4,3,2,4,40,2,1,2,2,1,2,1,1,4,5,3,4,2,4,1,37,4,1,1,1,4500,0,2500,31501,손해사정사 보험조사분석사 사무처리 시스템 이해 보험 사기 적발 누수 보험금 회수 대한 관심 증가 사무관리담당 시스템현업담당 시스템 자체 업무 시스템 없다 없음 없음,경영학
7383,3,4,3,3,3,4,3,4,3,5,3,4,3,4,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,2,3,2,3,2,4,4,6,2,4,3,4,2,2,3,5,4,5,4,5,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,3,4,3,5,3,4,3,4,3,4,3,4,3,4,3,4,15,2,5,2,1,3,6,5,5,5,5,4,4,3,3,3,4,4,3,2,2,2,4,3,3,3,4,5,1,4,1,2,4,4,3,3,2,40,2,2,2,2,2,2,2,2,3,3,5,3,2,2,2,34,4,1,1,1,4100,0,3700,221102,임용 시보교욱 실무교육 사회 발달 범죄 민사 불생 수요 없다 법전 사건 관리 프로그램 없다 없다 없다,법학
7384,2,4,2,4,2,3,3,3,2,3,1,0,2,3,1,0,1,0,1,0,1,0,4,4,1,0,1,0,3,3,4,6,4,5,3,5,1,0,3,5,1,0,3,5,1,0,1,0,1,0,1,0,1,0,2,4,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,3,1,1,2,2,0,6,1,3,2,2,2,3,2,3,2,3,3,3,2,1,3,2,1,1,3,3,3,3,4,4,3,3,2,3,2,4,40,2,2,1,1,1,2,2,2,4,4,4,3,3,2,1,39,2,1,1,1,3500,0,2000,883101,생산 자동화 인력 감소 예상 기사 공구 회사원 금형원 씽크공장 가구업체 가구공장,인문계
7385,3,5,3,3,3,4,1,0,1,0,1,0,3,3,4,4,4,6,3,5,3,4,3,5,3,4,3,4,3,4,2,2,2,3,2,2,4,4,1,0,1,0,1,0,1,0,3,4,3,4,4,4,1,0,1,0,1,0,1,0,1,0,1,0,4,4,4,4,1,0,4,5,1,0,1,0,3,5,1,0,1,0,15,2,3,2,2,0,3,5,3,3,3,4,4,3,3,3,3,3,3,2,2,3,3,3,4,3,3,2,2,2,2,2,3,3,2,3,4,10,2,2,2,2,2,2,2,2,3,3,4,4,2,3,1,42,5,1,1,1,4500,0,2500,122105,직업 없다 컴퓨터 없다 없다 없다,생물학
