idx,cq1,cq2,cq3,cq4,cq5,cq6,cq7,cq8,cq9,cq10,cq11,cq12,cq13,cq14,cq15,cq16,cq17,cq18,cq19,cq20,cq21,cq22,cq23,cq24,cq25,cq26,cq27,cq28,cq29,cq30,cq31,cq32,cq33,cq34,cq35,cq36,cq37,cq38,cq39,cq40,cq41,cq42,cq43,cq44,cq45,cq46,cq47,cq48,cq49,cq50_1,cq50_2,cq50_3,cq50_4,cq50_5,cq50_6,cq50_7,cq50_8,iq1,iq2,iq3,iq4,iq5,iq6,bq1,bq2,bq3,bq4,bq5,bq5_1,bq6,bq7,bq8_1,bq8_2,bq8_3,bq9,bq10,bq11,bq12_1,bq12_2,bq12_3,bq12_4,bq12_5,bq13,bq14,bq15,bq16,bq17,bq18,bq19,bq20,bq21,bq25,bq25_1,bq26_1,bq26_1a,bq26_2,bq26_2a,bq26_3,bq26_3a,bq26_4,bq26_4a,bq27,bq28,bq34,bq35,bq36,bq37,bq38,bq38_1,bq38_2,bq39,bq40,bq41_1,bq41_2,bq41_3,knowcode,text_response,sim_job,bef_job,able_job,major,description,bq22,bq23,bq24,bq6_mark,bq12_2_mark,bq12_3_mark,bq12_4_mark
17339,4,1,4,1,1,5,5,5,4,1,1,1,2,1,5,5,4,1,5,1,5,5,1,1,1,5,1,1,2,2,2,1,3,5,5,5,4,3,1,1,3,3,1,1,5,4,1,1,4,1,1,1,1,1,1,1,1,4,1,1,1,1,1,8,1,2,1.0,1,2.0,1,1,2,1,1,2,2,1,2.0,2,2,3,2,1,1,1,2,1,1,2,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,58.0,2.0,1.0,1,0,1,60.0,3000,2400,0,622304,대형면허증 위험물자격증 안전관리 교육 기계화 유조차량 없음,유조차 기사,택시기사,없음,증식과,화물차・특수차 운전원,1.0,1.0,1,0,0,0,0
17340,4,4,4,4,4,5,5,5,4,3,2,4,3,5,2,1,3,1,1,4,1,2,1,1,1,1,1,1,5,2,1,1,1,5,1,5,3,1,3,2,5,2,4,4,1,1,2,1,5,1,1,1,1,1,1,1,1,4,2,5,2,3,2,18,3,2,2.0,2,0.0,6,5,4,4,2,4,5,5,3.0,3,4,4,3,1,1,2,1,1,1,2,3,100.0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,5.0,1.0,28.0,4.0,1.0,1,0,1,20.0,7000,3000,0,414503,종사 일자리 트럼펫터 트럼펫 튜너기 없음,0,없음,지휘자,기악,연주가 연주가,2.0,4.0,1,0,0,0,0
17341,3,1,2,1,1,2,3,1,3,2,3,2,2,5,2,1,3,1,2,1,1,4,1,1,1,1,1,3,1,4,3,3,3,2,5,3,3,1,1,2,3,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,4,4,3,3,4,3,3,1,2,2.0,2,0.0,1,2,3,2,2,3,2,2,3.0,3,3,4,3,1,1,1,1,1,1,1,4,90.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,1.0,1.0,52.0,2.0,1.0,1,0,1,42.0,2200,2000,0,872201,김치 장화 장갑 앞치마,0,0,0,토목과,김치·밑반찬 제조 종사원 김치·밑반찬 제조 종사원,1.0,1.0,1,0,0,0,0
17342,5,2,5,3,2,5,5,4,5,5,3,2,2,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,2,1,4,5,4,4,3,4,3,3,2,3,1,1,1,1,1,3,1,3,1,1,1,1,3,2,1,2,2,2,17,1,1,1.0,2,0.0,3,5,4,4,4,4,4,3,3.0,4,4,5,5,1,1,1,1,1,1,1,2,85.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,3.0,3.0,2.0,34.0,4.0,1.0,1,0,1,48.0,5000,3000,0,110105,심리상담 자격증 스트레스 상담 검사도구,상담사,0,0,심리학,심리학연구원 심리학연구원,1.0,1.0,1,0,0,0,0
17343,5,1,4,3,3,4,4,4,3,2,2,2,2,5,2,1,4,2,2,1,1,1,1,1,1,1,1,1,2,4,1,2,1,4,1,5,5,4,4,1,4,3,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2,4,4,3,3,16,5,3,1.0,2,0.0,5,5,5,4,3,4,5,4,4.0,3,3,4,4,1,1,1,2,1,1,1,2,95.0,1,2,1.0,2,1.0,2,2.0,0,3.0,0,2,1.0,1.0,2.0,45.0,4.0,1.0,1,0,1,48.0,4800,2900,0,212301,특수교사 중등교원 학생 감소 엑셀 파워포인트,선생님,상담교사,0,특수교육학,특수교육 교사 특수교육 교사,1.0,1.0,1,0,0,0,0
17344,5,4,5,5,5,5,4,4,4,4,4,3,3,5,4,3,3,4,4,1,1,1,3,1,2,1,3,2,3,2,3,3,3,3,4,3,4,4,3,3,3,4,4,3,3,3,1,1,3,1,1,1,1,1,1,1,1,3,3,4,3,3,3,3,1,3,2.0,1,4.0,4,2,3,3,3,4,3,3,2.0,2,3,4,3,1,1,4,1,1,1,2,3,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,4.0,3.0,1.0,56.0,2.0,1.0,1,0,1,40.0,3000,2000,0,813201,원자재관리 향후 전망 직종 없음 없음,기계 조작,생산직,단순기계조작원,기계,금속공작기계조작원 금속공작기계조작원,1.0,1.0,2,0,0,0,0
17345,5,1,3,1,1,4,4,4,4,2,5,3,3,5,1,1,5,5,1,1,5,1,1,1,1,1,1,3,5,1,1,1,2,5,3,3,3,3,1,2,3,3,3,3,3,2,1,1,3,1,1,1,1,1,1,1,1,2,4,4,3,2,2,18,4,1,1.0,1,4.0,4,4,3,3,2,3,3,2,3.0,2,2,3,3,2,2,1,2,1,1,1,5,100.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,5.0,2.0,2.0,27.0,3.0,1.0,1,0,1,50.0,1700,1200,0,511302,네일아트자격증 자연손톱 손질방법 살균 위생 네일 미용 산업 점점 대중화 매니큐어 건조기 큐티클제거기,0,0,0,산업디자인,네일 아티스트(손톱 관리사) 네일 아티스트(손톱 관리사),1.0,1.0,1,0,0,0,0
17346,4,1,4,5,4,2,4,2,1,1,1,3,2,5,4,2,3,4,1,1,3,3,2,1,1,3,2,2,3,3,1,2,2,4,3,3,2,1,1,3,4,3,1,2,2,5,1,1,2,1,1,1,2,1,1,1,1,3,3,3,3,3,3,13,1,2,2.0,1,2.0,4,5,3,3,3,4,4,3,3.0,3,4,4,4,1,1,1,2,1,1,1,4,100.0,1,2,1.0,1,1.0,1,1.0,1,1.0,2,2,2.0,3.0,1.0,25.0,4.0,1.0,1,0,1,40.0,2800,2800,0,155104,직무에 대한 이해와 현장교육 에너지 시공 경제 부담 신생 에너지 개발 선호 사람 연구원 선호 감소 캐드 오피스 없다,0,없다,없다,기계과,지열시스템연구및개발자,1.0,1.0,1,0,0,0,0
17347,5,1,5,2,2,5,3,4,3,1,3,2,2,5,1,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,3,1,2,2,3,2,1,3,2,2,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,4,3,4,2,18,1,2,2.0,2,0.0,6,5,3,2,2,3,3,4,3.0,3,3,4,3,1,1,1,1,1,1,1,2,75.0,1,1,1.0,2,1.0,2,1.0,2,1.0,2,2,4.0,2.0,1.0,35.0,4.0,1.0,1,0,1,60.0,3200,2800,0,24402,전문성 컴퓨터 파워포인트,0,인사과사무원,0,행정학,공연·영화 및 음반 기획자 공연기획자,1.0,1.0,1,0,0,0,0
17348,5,3,5,5,5,5,5,5,5,3,4,4,4,5,4,4,3,2,2,1,1,1,1,1,1,1,1,1,5,1,1,5,1,5,1,4,4,4,3,4,3,4,4,3,1,3,1,1,3,2,2,2,2,1,1,1,1,3,3,3,4,4,2,10,1,4,2.0,2,0.0,2,5,4,3,3,4,5,2,3.0,3,3,3,3,2,1,3,1,2,1,1,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,3.0,1.0,44.0,5.0,1.0,1,0,1,40.0,6800,2700,0,134302,변화 전산프로그램,0,0,0,정보공학,네트워크 관리자(클라우딩컴퓨터운영관리자) 네트워크 관리자(클라우딩컴퓨터운영관리자),1.0,1.0,2,0,0,0,0
17349,3,1,1,1,1,2,3,1,1,1,1,2,2,5,1,1,2,1,3,1,5,1,1,1,1,2,1,2,1,4,3,3,2,3,5,3,3,3,2,2,3,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,2,2,3,1,2,3,1,2,2.0,2,0.0,3,1,3,2,2,4,2,2,3.0,3,3,4,3,1,1,1,1,1,1,1,4,85.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,2.0,1.0,42.0,2.0,1.0,1,0,1,50.0,3200,2200,0,825201,환경오염 추세 장갑,0,일용직,0,선반,도금·금속분무기 조작원 도금·금속분무기 조작원,1.0,1.0,1,1,0,0,0
17350,5,1,5,1,1,5,3,4,2,2,1,3,3,5,5,5,4,3,5,3,3,1,1,1,1,1,1,2,2,3,2,2,1,2,5,4,4,4,2,2,3,2,2,3,3,5,1,1,4,1,1,1,1,1,1,1,1,3,2,2,3,2,3,8,1,4,1.0,2,0.0,2,3,2,3,3,4,3,2,3.0,2,3,3,3,2,1,1,2,1,1,1,4,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,3.0,2.0,1.0,46.0,4.0,1.0,4,0,2,60.0,3000,0,0,532401,원동기면허증 배달 수요 증가 오토바이 없음,대행 기사,물류업,신문배달,무역,음식 배달원 음식 배달원,1.0,2.0,4,0,0,0,0
17351,4,4,5,5,5,4,3,3,2,2,2,3,2,5,4,4,2,2,2,1,1,1,1,1,1,1,1,1,4,2,2,2,2,4,1,3,3,2,2,2,2,2,3,3,2,2,1,1,2,3,1,1,1,1,1,1,1,3,2,3,3,3,2,15,2,4,1.0,2,0.0,2,5,4,4,4,4,4,3,4.0,5,5,5,5,3,1,4,2,3,1,1,4,80.0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,3.0,2.0,1.0,46.0,4.0,1.0,1,0,1,40.0,6750,6000,0,215101,정교사 1급 자격증 매년 교감 전직 인원 보충 컴퓨터 수첩 필기도구,0,0,교감,교육학,장학사,1.0,1.0,1,0,0,0,0
17352,5,3,5,4,4,4,4,4,3,3,4,2,2,5,3,3,3,2,2,1,1,1,1,1,1,1,1,1,4,2,2,3,1,2,1,2,4,4,1,5,4,3,2,1,1,2,1,1,3,2,2,2,2,1,1,1,1,4,3,3,3,4,3,13,2,6,2.0,1,2.0,5,5,4,4,3,4,4,3,3.0,4,4,4,4,1,1,1,2,1,1,2,2,95.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,2.0,1.0,42.0,4.0,1.0,1,0,1,40.0,5500,3500,0,151106,사내업무숙지 대륙 철도 남북 철도 연결 사내프로그램 없음,0,없음,기계연구원,기계공학,철도차량공학기술자,1.0,1.0,1,0,0,0,0
17353,4,1,4,1,4,3,3,2,3,3,3,2,1,5,1,1,3,3,1,1,3,2,2,1,1,1,2,3,2,5,1,2,3,5,4,3,3,3,3,4,2,4,3,4,3,3,1,1,3,1,1,1,1,1,1,1,1,4,3,2,4,3,3,3,1,4,2.0,2,0.0,3,3,4,3,3,4,3,3,4.0,2,3,3,3,1,1,1,2,1,1,1,5,100.0,1,2,1.0,2,1.0,2,1.0,2,3.0,0,2,3.0,2.0,1.0,40.0,2.0,1.0,3,0,1,45.0,3800,2500,0,815001,생산 없음,0,없음,없음,화공,자동조립라인·산업용로봇 조작원 자동조립라인·산업용로봇 조작원,1.0,1.0,2,0,0,0,0
17354,5,1,4,1,1,3,5,3,5,2,5,2,1,1,5,3,4,1,3,1,4,1,1,1,1,1,4,3,2,3,3,2,5,4,4,4,3,2,4,2,4,3,4,2,2,5,2,1,5,1,1,1,1,1,1,1,1,4,4,3,4,3,4,1,4,2,2.0,2,0.0,6,2,4,4,4,4,4,3,4.0,0,0,4,4,3,2,4,1,3,3,3,4,0.0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,3.0,1.0,52.0,2.0,2.0,0,5,0,60.0,0,0,5000,901201,라서 사람 부족 양수기 콤팩타 연삭기 살포기 트랙터,농부,0,0,기계과,채소·특용작물 재배원 채소작물재배자,3.0,5.0,5,0,0,0,0
17355,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,2,2,2,1,1,1,1,1,1,4,2,2,2,4,5,1,4,4,5,4,4,5,4,5,5,3,5,1,1,5,3,3,3,3,1,1,1,2,4,4,4,4,4,4,20,4,6,2.0,1,4.0,6,3,4,4,2,4,4,2,2.0,0,0,0,2,3,1,4,2,3,3,1,5,0.0,2,0,2.0,0,2.0,0,2.0,0,2.0,0,2,1.0,4.0,2.0,45.0,4.0,1.0,4,0,2,60.0,10000,1800,0,411104,취재 글쓰기 처리 멀티 노트북 전화 없음,0,없음,문예창작강사,물리학,방송작가 방송작가,2.0,4.0,1,0,0,0,0
17356,4,4,4,1,1,3,3,3,3,3,4,2,1,5,1,3,4,5,4,4,3,2,3,1,2,2,2,4,1,5,1,4,4,4,4,5,4,4,3,2,4,3,2,4,5,4,2,1,4,1,1,1,1,1,1,1,1,5,3,2,5,2,4,6,4,1,2.0,2,0.0,3,2,3,3,2,2,4,3,3.0,0,0,3,3,1,1,1,1,1,1,3,3,0.0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,4.0,1.0,45.0,2.0,2.0,0,5,0,48.0,0,0,5000,702401,불황 이어도 수요 계속 우바 사다리,0,0,0,인문,타일·대리석 시공원 타일·대리석 시공원,2.0,5.0,5,0,0,0,0
17357,5,3,5,4,5,5,5,5,5,5,4,3,2,4,5,5,3,1,1,1,1,1,1,1,1,1,1,1,5,2,1,1,1,2,1,4,3,4,5,3,5,5,4,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,2,2,7,1,3,2.0,2,0.0,3,2,3,3,3,4,3,3,3.0,3,3,4,4,1,1,1,1,1,1,1,4,85.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,4.0,1.0,52.0,3.0,1.0,1,0,1,40.0,4500,1800,0,612401,인터넷 자동화 볼펜 팜플렛,0,회사원,0,기계전자,제품광고영업원 제품광고영업원,1.0,1.0,1,0,0,0,0
17358,4,3,5,5,5,5,3,4,3,2,2,3,3,5,3,1,2,1,1,1,1,1,1,1,1,1,1,1,4,2,2,2,2,3,1,3,4,3,2,2,3,3,2,2,1,5,1,1,1,1,2,2,1,1,1,1,1,3,2,1,5,4,3,11,1,2,1.0,1,3.0,2,4,3,3,3,2,4,3,3.0,3,3,3,3,2,1,2,2,1,3,1,2,100.0,1,1,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,4.0,1.0,35.0,4.0,1.0,1,0,1,52.0,5000,4000,0,32201,증권투자상담사 투자자산운용사 선물거래 상담사 증권 투자 실무 자동화 때문 오피스,브로커,0,0,통계학,증권 사무원(출납창구 제외) 증권 사무원(출납창구 제외),1.0,1.0,1,0,0,0,0
17359,5,4,5,5,5,5,5,5,5,4,4,4,4,5,5,1,3,4,4,3,3,3,1,1,1,1,1,1,2,2,2,3,3,2,2,4,3,3,2,2,4,4,3,1,3,2,1,1,3,1,1,1,1,1,1,1,1,3,2,2,2,2,3,16,5,5,2.0,1,1.0,5,3,3,2,2,2,4,2,3.0,3,3,3,3,1,1,1,2,1,1,1,5,100.0,1,2,2.0,0,1.0,2,2.0,0,2.0,0,2,2.0,2.0,1.0,49.0,4.0,1.0,1,0,1,40.0,3000,1000,0,134302,네트워크 실무교육 개인 관리 가능 컴퓨터,0,네트워크 엔지니어,0,전자계산학,네트워크 관리자(클라우딩컴퓨터운영관리자) 네트워크 관리자(클라우딩컴퓨터운영관리자),1.0,1.0,5,0,0,0,0
17360,5,3,5,5,4,5,3,5,2,3,3,5,4,5,2,4,4,4,1,1,1,1,1,4,1,1,1,1,5,1,1,1,1,2,1,3,3,4,3,3,3,4,3,3,1,3,1,1,3,2,1,1,1,1,1,1,1,4,2,2,4,4,4,17,1,4,1.0,2,0.0,4,5,3,4,3,4,3,3,4.0,3,4,3,3,1,1,1,2,1,1,1,4,85.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,2.0,2.0,30.0,4.0,1.0,1,0,1,40.0,3000,2200,0,29203,국제의료관광코디네이터 의료관광 병원ERP,선생님,간호사,0,간호학,의료관광코디네이터,1.0,1.0,1,0,0,0,0
17361,5,3,5,5,4,5,5,5,5,5,5,5,4,5,4,3,3,2,2,1,1,1,1,1,1,1,2,2,2,4,2,2,2,2,1,4,5,5,4,4,4,3,4,4,1,4,1,1,3,1,2,2,1,1,1,2,1,4,4,4,5,4,4,9,1,4,1.0,1,3.0,6,4,4,2,2,4,4,3,3.0,3,3,4,4,3,1,1,2,3,1,1,4,90.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,2.0,4.0,1.0,50.0,3.0,1.0,1,0,1,40.0,6000,5000,0,14103,호텔종사원 호텔관리사 서비스대사 서비스스킬 인사법 외국어 격에따 차이 소규모 업체 감소 경쟁력 사업 PC,지배인,학생,"여행사, 연회플래너",관광,여행∙호텔 관리자,1.0,1.0,1,0,0,0,0
17362,5,4,5,2,2,4,4,4,5,5,5,2,2,5,2,1,4,1,1,1,1,1,1,1,1,1,1,1,2,4,2,5,1,2,1,4,4,4,3,1,5,1,3,4,2,4,1,1,4,1,1,1,1,1,1,1,1,1,2,2,5,4,1,17,1,2,1.0,1,3.0,4,5,4,3,4,4,3,4,3.0,4,3,4,4,1,1,1,1,1,1,1,1,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,4.0,4.0,2.0,26.0,4.0,1.0,1,0,1,48.0,2500,1800,0,306903,놀이치료사 실습 공감 문화 개인 중심 생활 정서 외로움 놀이기구 미술도구,선생님,0,0,특수교육,놀이치료사 놀이치료사,1.0,1.0,1,0,0,0,0
17363,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,2,4,3,1,2,3,1,1,1,1,1,1,1,4,2,2,1,1,2,1,4,5,5,3,4,5,4,4,2,3,1,1,1,4,3,1,1,1,1,1,1,1,3,3,3,3,3,3,9,1,3,2.0,1,2.0,2,4,4,3,3,4,4,1,3.0,3,2,4,3,1,1,1,1,1,1,2,3,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,1.0,3.0,1.0,48.0,4.0,1.0,1,0,1,73.0,5000,2000,0,26102,실무교육 기계화 한글 엑셀,호텔리어,0,0,경제학,광고·홍보·마케팅 사무원 광고·홍보·마케팅 사무원,1.0,1.0,2,0,0,0,0
17364,5,4,5,5,4,5,4,4,4,4,4,4,3,5,4,1,3,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,5,1,2,3,3,2,3,4,4,2,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,1,3,4,4,9,1,5,1.0,1,1.0,6,5,3,2,2,3,4,4,3.0,3,4,4,4,1,1,1,2,1,1,1,3,100.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,3.0,1.0,33.0,4.0,1.0,1,0,1,40.0,3500,2800,0,14103,호텔관리사 서비스 종사자의 마인드와 직무교육 관련 산업 감소 자체 매니저 프로그램 회사자체운영 엑셀 프로그램 없음,0,없음,없음,호텔경영,여행∙호텔 관리자,1.0,1.0,1,0,0,0,0
17365,4,1,1,1,2,3,2,1,2,2,1,2,1,5,2,2,4,5,1,1,1,1,2,1,1,1,1,2,1,5,1,2,1,5,5,3,2,2,2,2,2,1,2,1,2,2,1,1,3,1,1,1,1,1,1,1,1,2,3,2,2,2,3,3,1,4,2.0,2,0.0,2,2,3,2,2,3,3,1,2.0,2,3,3,3,1,1,1,2,1,1,1,1,90.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,3.0,1.0,49.0,2.0,1.0,1,0,1,48.0,3000,2100,0,873401,점차 자동화 컨베이어 온도계 압력계,0,자영업-철물점운영,0,기계과,과실·채소 기계 조작원 과실·채소 기계 조작원,1.0,4.0,5,0,0,0,0
17366,4,3,5,5,4,4,5,3,3,5,5,2,3,5,2,2,3,2,2,1,4,4,2,4,1,3,2,4,2,4,2,2,3,3,5,4,3,3,2,1,4,4,3,2,1,2,1,1,5,1,1,1,2,1,1,1,1,5,5,3,4,2,2,18,1,3,1.0,1,1.0,3,5,4,4,3,3,4,3,4.0,4,4,4,4,1,1,1,2,3,1,1,3,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,1,4.0,3.0,2.0,26.0,4.0,1.0,1,0,1,43.0,3000,2500,0,414902,양식기사 수산질병관리사 다이빙라이센스 생물사육버 수조관리법 기타서류업무 아쿠아리움 다이빙장비,아쿠아 리스트,학생,0,수산생명의학과,동물조련사,1.0,1.0,1,0,0,0,0
17367,4,3,4,1,1,4,3,3,3,5,1,4,2,5,4,5,5,5,1,1,4,1,1,4,1,1,1,1,2,4,2,2,2,5,3,1,4,2,5,4,3,3,3,1,1,5,1,1,5,1,1,1,1,1,1,1,1,3,3,2,5,4,3,17,1,2,1.0,1,2.0,3,3,4,3,1,5,4,4,4.0,4,4,4,4,2,2,4,1,3,1,1,2,0.0,1,1,1.0,2,1.0,2,1.0,2,2.0,0,1,5.0,4.0,2.0,50.0,2.0,1.0,3,0,2,30.0,1000,1000,0,550101,요양보호사 환자에 대한 이해 노령 인구 증가 스마트요양앱 사용,요양보호사 선생님,주부,0,상업,요양간호사 및 간병인 요양간호사 및 간병인,1.0,1.0,2,1,0,0,0
17368,5,3,3,3,5,5,5,5,5,5,3,3,2,4,5,1,3,2,5,1,5,1,1,2,2,1,3,5,2,3,3,3,5,5,5,5,5,5,1,1,5,5,4,3,5,5,2,1,5,1,1,1,1,1,1,1,1,4,5,2,3,4,2,18,2,2,1.0,1,2.0,4,4,2,1,1,1,3,1,3.0,2,1,2,2,1,1,1,2,1,1,2,1,100.0,1,2,1.0,2,1.0,2,2.0,0,1.0,1,2,5.0,3.0,2.0,38.0,4.0,1.0,1,0,1,54.0,5000,4000,0,414902,축산기사 안전교육 자동화 산업화 여가 증가 청소도구,사육사,학원강사,0,동물생명과학,동물조련사,1.0,1.0,5,0,0,0,0
17369,5,1,4,1,1,5,4,4,3,3,4,3,4,1,5,2,3,3,3,3,3,3,3,1,2,5,5,4,1,3,4,4,4,3,4,4,3,3,3,1,4,1,2,2,3,1,2,1,5,1,1,1,1,1,1,1,1,4,3,4,4,5,4,18,1,4,2.0,2,0.0,3,2,4,3,4,4,4,3,4.0,0,4,5,4,1,1,1,1,1,1,1,5,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,1,3.0,3.0,1.0,25.0,2.0,1.0,3,0,2,40.0,3000,1400,0,416901,공란,스턴트맨 대역 배우,0,0,자동차과,스턴트맨,1.0,1.0,1,0,0,0,0
17370,5,1,5,5,5,5,4,5,3,1,3,5,3,5,5,2,3,3,2,2,1,1,1,2,1,1,2,2,3,3,2,1,1,4,2,3,2,2,2,1,4,1,2,3,1,3,2,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,10,1,3,2.0,2,0.0,3,5,2,2,2,3,3,3,3.0,3,3,3,3,1,1,1,2,1,1,1,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,2.0,2.0,33.0,4.0,1.0,1,0,1,60.0,4000,2500,0,412001,차이 PC MS오피스 레코더,취재 기자 편집자,0,칼럼가,경제학,신문기자 신문기자,1.0,1.0,1,1,0,0,0
17371,5,1,5,1,1,5,2,4,4,5,4,4,3,5,1,1,4,2,2,2,2,5,1,1,1,1,1,1,2,4,1,2,4,3,1,2,4,2,4,1,1,4,3,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,1,9,1,1,2.0,2,0.0,2,2,2,3,2,5,3,3,2.0,2,2,0,2,3,2,1,1,1,1,3,2,0.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,3.0,2.0,58.0,2.0,2.0,0,6,0,70.0,0,0,3300,532301,먹거리 식당 가위 도마 믹서기,주방 이모,0,제빵사,문,주방 보조원(일반 음식점) 주방 보조원(일반 음식점),2.0,5.0,5,0,0,0,0
17372,4,2,4,1,5,5,5,5,5,5,5,3,2,5,1,1,5,1,1,2,1,1,2,1,1,1,1,1,1,5,1,1,5,4,1,4,5,5,2,5,5,5,2,5,5,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,2,2,11,1,2,2.0,1,1.0,1,2,3,3,3,3,3,1,3.0,3,3,3,3,2,2,1,1,1,1,1,1,50.0,1,2,2.0,0,2.0,0,2.0,0,2.0,0,2,2.0,4.0,1.0,43.0,2.0,1.0,1,0,1,60.0,4000,2000,0,32501,숙련기간필요 직업 노트북 추심명단,0,0,0,인문계,신용 추심원(채권 관리원) 신용 추심원(채권 관리원),2.0,5.0,1,0,0,0,0
17373,5,1,4,2,2,5,3,5,3,2,4,2,2,5,1,1,5,1,1,1,1,1,1,5,1,2,3,3,5,2,1,4,1,5,5,4,4,3,5,1,5,4,4,4,2,2,1,1,5,1,1,1,1,1,1,1,1,2,3,1,4,4,2,17,4,1,1.0,2,0.0,3,5,4,4,3,4,3,3,3.0,0,0,3,3,3,2,4,2,3,3,1,3,0.0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,2,3.0,2.0,1.0,52.0,4.0,2.0,0,5,0,46.0,0,0,7000,301201,의사면허증 차이 청진기 고객차트 혈압기,0,0,대학교수,의학,일반 의사 일반 의사,2.0,5.0,5,1,0,0,0
17374,5,1,4,1,1,2,2,1,1,2,3,4,4,5,1,1,5,4,3,3,3,4,1,1,1,1,1,3,5,1,1,3,2,2,1,2,2,1,1,2,1,2,1,1,1,4,1,2,3,1,1,1,1,2,1,1,1,2,1,1,3,3,3,3,1,5,2.0,1,1.0,1,1,3,1,1,2,1,1,2.0,1,1,1,2,1,2,1,2,1,1,2,5,0.0,1,1,2.0,0,2.0,0,2.0,0,2.0,0,1,1.0,4.0,2.0,54.0,2.0,1.0,3,0,2,40.0,2500,1800,0,885902,포장법 기계 자동화 박스 테이프,0,0,0,문,포장원 포장원,3.0,3.0,5,0,0,0,0
17375,4,2,5,5,5,5,4,4,4,3,3,4,3,5,2,1,3,1,1,1,2,1,2,1,1,1,1,1,4,2,2,2,2,2,1,3,3,3,2,4,4,4,3,2,3,4,1,1,3,1,1,1,1,1,1,1,1,3,3,2,4,3,2,11,1,3,2.0,2,0.0,3,2,3,4,3,4,3,3,3.0,3,3,3,3,1,1,1,1,1,1,2,2,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,1,2,2.0,4.0,2.0,42.0,3.0,1.0,1,0,1,48.0,8000,4000,0,32302,업무 전산 처리 인력 필요 PC,매니저,0,0,의상디자인학과,보험사무원 보험사무원,1.0,1.0,1,0,0,0,0
17376,5,1,5,3,2,5,2,1,2,1,2,3,2,5,3,1,4,2,2,1,2,1,1,1,1,1,2,1,4,2,2,2,2,4,3,3,2,2,2,2,3,3,2,2,1,3,1,1,3,1,1,1,1,1,1,1,1,4,2,1,1,2,4,6,1,2,2.0,2,0.0,2,4,4,4,4,4,4,4,4.0,4,3,4,4,1,1,1,2,1,1,1,3,100.0,1,2,1.0,2,1.0,2,1.0,2,1.0,2,2,3.0,1.0,1.0,33.0,4.0,1.0,3,0,1,45.0,3800,3000,0,140306,계속 건축 경기 불황 변화 견적서 견적프로그램 컴퓨터 설계도면,0,0,0,토목,토목시공기술자 및 견적원,1.0,1.0,2,0,0,0,0
